證券名稱,簡稱,年月日,投信買賣超(千股),投信買賣超市值(百萬),投信持股數(千股),投信持股數市值(百萬),合計買賣超(千股),合計買賣超市值(百萬),合計持股數(千股),合計持股數市值(百萬),外資買進張數,外資賣出張數,投信持股率%,投信買進張數,投信賣出張數,投信週轉率%
1303,南亞         ,20130610,452,27.57,68547,4181.37,1904,116.14,2200134,134208.17,5077,3549,0.87,452,0,0
1303,南亞         ,20130611,619,37.39,69166,4177.63,718,43.37,2201062,132944.14,5203,4846,0.88,619,0,0
1303,南亞         ,20130613,-399,-23.42,68767,4036.62,-5396,-316.75,2192596,128705.39,3268,8307,0.88,60,459,0
1303,南亞         ,20130614,130,7.61,68897,4030.47,-1025,-59.96,2193337,128310.21,4293,5268,0.88,130,0,0
1303,南亞         ,20130617,156,9.17,69053,4060.32,-884,-51.98,2193072,128952.63,1847,2929,0.88,167,11,0
1303,南亞         ,20130618,330,19.31,69383,4058.91,-3481,-203.64,2189609,128092.13,2655,6567,0.88,337,7,0
1303,南亞         ,20130619,630,38.12,70013,4235.79,-852,-51.55,2190474,132523.68,3940,5186,0.89,634,4,0
1303,南亞         ,20130620,348,20.5,70361,4144.26,-3528,-207.8,2187172,128824.43,3414,7201,0.9,348,0,0
1303,南亞         ,20130621,-806,-46.35,69555,3999.41,-10080,-579.6,2177584,125211.08,25498,34421,0.89,191,997,0.01
1303,南亞         ,20130624,87,5.11,69642,4087.99,-1419,-83.3,2175427,127697.56,3177,5064,0.89,140,53,0
1303,南亞         ,20130625,590,34.52,70232,4108.57,751,43.93,2172904,127114.88,6695,6294,0.89,660,70,0
1303,南亞         ,20130626,-193,-11.29,70039,4097.28,-1556,-91.03,2169024,126887.9,7278,9125,0.89,59,252,0
1303,南亞         ,20130627,32,1.9,70071,4155.21,408,24.19,2166886,128496.34,3557,3377,0.89,40,8,0
1303,南亞         ,20130628,216,13.65,69120,4368.38,1104,69.77,2176469,137552.84,6295,5588,0.88,270,54,0
1303,南亞         ,20130701,-271,-16.45,68849,4179.13,-1224,-74.3,2173994,131961.44,4243,4915,0.88,0,271,0
1303,南亞         ,20130702,-705,-41.74,68144,4034.12,-715,-42.33,2173269,128657.52,2645,2632,0.87,0,705,0
1303,南亞         ,20130703,-118,-6.86,68026,3952.31,-973,-56.53,2172403,126216.61,2549,3549,0.87,123,241,0
1303,南亞         ,20130704,2,0.12,68028,3952.43,295,17.14,2172748,126236.66,2726,2601,0.87,45,43,0
1303,南亞         ,20130705,286,16.96,68314,4051.02,2933,173.93,2175836,129027.07,3531,1523,0.87,316,30,0
1303,南亞         ,20130708,-27,-1.56,68287,3940.16,-3066,-176.91,2172388,125346.79,1699,4467,0.87,99,126,0
1303,南亞         ,20130709,441,26.2,68728,4082.44,3551,210.93,2176054,129257.61,3637,777,0.88,441,0,0
1303,南亞         ,20130710,329,19.41,69057,4074.36,2492,147.03,2178478,128530.2,3186,917,0.88,356,27,0
1303,南亞         ,20130711,164,10.06,69221,4257.09,7129,438.43,2185199,134389.74,7707,661,0.88,173,9,0
1303,南亞         ,20130712,-46,-2.85,69175,4288.85,2396,148.55,2187186,135605.53,6840,4026,0.88,47,93,0
1303,南亞         ,20130715,-38,-2.43,69137,4424.77,8184,523.78,2195539,140514.5,10072,1740,0.88,74,112,0
1303,南亞         ,20130716,480,30.62,69617,4441.56,3771,240.59,2198396,140257.66,11611,7412,0.89,510,30,0
1303,南亞         ,20130717,84,5.43,69701,4502.68,9453,610.66,2207839,142626.4,15476,5459,0.89,283,199,0
1303,南亞         ,20130718,156,10.3,69857,4610.56,13083,863.48,2220669,146564.15,18923,6052,0.89,160,4,0
1303,南亞         ,20130719,268,17.69,70125,4628.25,5181,341.95,2225625,146891.25,10971,6169,0.89,303,35,0
1303,南亞         ,20130722,115,7.52,70240,4593.7,1052,68.8,2225729,145562.68,4390,3723,0.89,115,0,0
1303,南亞         ,20130723,3,0.2,70243,4636.04,5181,341.95,2229294,147133.4,6772,1781,0.89,3,0,0
1303,南亞         ,20130724,270,17.98,70513,4696.17,4201,279.79,2232459,148681.77,5573,1450,0.9,1247,977,0.01
1303,南亞         ,20130725,-894,-59.36,69619,4622.7,1821,120.91,2234222,148352.34,5347,2518,0.89,1,895,0.01
1303,南亞         ,20130726,-257,-16.58,69362,4473.85,910,58.7,2232035,143966.26,3883,2467,0.88,84,341,0
1303,南亞         ,20130729,-200,-12.76,69162,4412.54,2101,134.04,2234166,142539.79,2993,567,0.88,0,200,0
1303,南亞         ,20130730,-228,-14.82,68934,4480.71,2356,153.14,2236497,145372.3,3269,683,0.88,1,229,0
1303,南亞         ,20130731,-630,-39.69,68304,4303.15,-1814,-114.28,2225277,140192.45,2661,4062,0.87,0,630,0
1303,南亞         ,20130801,-579,-35.9,67725,4198.95,-403,-24.99,2224940,137946.28,1684,1427,0.86,0,579,0
1303,南亞         ,20130802,-200,-12.78,67525,4314.85,603,38.53,2225419,142204.27,1448,877,0.86,0,200,0
1303,南亞         ,20130805,-2,-0.13,67523,4307.97,-230,-14.67,2225205,141968.08,1280,1586,0.86,0,2,0
1303,南亞         ,20130806,134,8.44,67657,4262.39,-2586,-162.92,2222619,140025,764,3862,0.86,300,166,0
1303,南亞         ,20130807,-365,-22.19,67969,4132.52,-3263,-198.39,2221583,135072.25,1348,3708,0.87,0,365,0
1303,南亞         ,20130808,-38,-2.29,67931,4089.45,-5134,-309.07,2217708,133506.02,374,4725,0.87,0,38,0
1303,南亞         ,20130809,-479,-28.4,67452,3999.9,-4475,-265.37,2213570,131264.7,679,4338,0.86,0,479,0
1303,南亞         ,20130812,-264,-15.66,67188,3984.25,-1925,-114.15,2211520,131143.14,521,2485,0.86,0,264,0
1303,南亞         ,20130813,0,0,67188,4031.28,-547,-32.82,2210986,132659.16,1228,1762,0.86,0,0,0
1303,南亞         ,20130814,48,2.85,67236,3993.82,-3104,-184.38,2207201,131107.74,1062,4624,0.86,73,25,0
1303,南亞         ,20130815,-508,-29.71,66728,3903.59,-4830,-282.56,2203110,128881.94,783,4967,0.85,19,527,0
1303,南亞         ,20130816,-209,-12.33,66519,3924.62,-1537,-90.68,2201835,129908.27,3166,4714,0.85,30,239,0
1303,南亞         ,20130819,28,1.63,66547,3879.69,-1954,-113.92,2200065,128263.79,1737,3705,0.85,28,0,0
1303,南亞         ,20130820,33,1.9,66580,3841.67,-2808,-162.02,2197556,126798.98,1524,4296,0.85,33,0,0
1303,南亞         ,20130822,-6,-0.34,66574,3748.12,-8907,-501.46,2188899,123235.01,2943,11484,0.85,88,94,0
1303,南亞         ,20130823,-106,-6.01,66468,3768.74,-401,-22.74,2188480,124086.82,4023,4346,0.85,18,124,0
1303,南亞         ,20130826,34,1.93,66502,3777.31,-1637,-92.98,2186861,124213.7,1067,2937,0.85,34,0,0
1303,南亞         ,20130827,-154,-8.69,66348,3742.03,-3171,-178.84,2183690,123160.12,1631,4562,0.84,0,154,0
1303,南亞         ,20130828,-496,-28.07,65852,3727.22,-2480,-140.37,2181577,123477.26,1814,3492,0.84,23,519,0
1303,南亞         ,20130829,310,18.04,66162,3850.63,2497,145.33,2204818,128320.41,5356,3786,0.84,310,0,0
1303,南亞         ,20130830,-20,-1.17,66142,3875.92,-1558,-91.3,2202894,129089.59,5210,7115,0.84,8,28,0
1303,南亞         ,20130902,0,0,66142,3836.24,-2516,-145.93,2200890,127651.62,1711,3715,0.83,0,0,0
1303,南亞         ,20130903,0,-0.03,66142,3915.61,2014,119.23,2203176,130428.02,3975,1689,0.83,0,0,0
1303,南亞         ,20130904,708,42.62,66850,4024.37,2259,135.99,2205582,132776.04,3424,1726,0.84,708,0,0
1303,南亞         ,20130905,77,4.69,66927,4075.85,2066,125.82,2207844,134457.7,4059,2095,0.84,100,23,0
1303,南亞         ,20130906,209,12.6,67136,4048.3,652,39.32,2208789,133189.98,2523,1857,0.85,209,0,0
1303,南亞         ,20130909,6,0.37,67142,4129.23,5138,315.99,2213576,136134.92,5888,1427,0.85,10,4,0
1303,南亞         ,20130910,119,7.4,67261,4183.63,4920,306.02,2219117,138029.08,7617,2435,0.85,120,1,0
1303,南亞         ,20130911,333,20.88,67594,4238.14,4385,274.94,2224269,139461.67,8018,3789,0.85,355,22,0
1303,南亞         ,20130912,-100,-6.32,67494,4265.62,2427,153.39,2226797,140733.57,4337,1914,0.85,150,250,0
1303,南亞         ,20130913,75,4.63,67569,4175.76,237,14.65,2227319,137648.31,2015,1678,0.85,160,85,0
1303,南亞         ,20130914,-1022,-62.85,66547,4092.64,-328,-20.17,2226992,136960.01,695,0,0.84,0,1022,0.01
1303,南亞         ,20130916,-49,-3.12,66498,4235.92,5130,326.78,2234264,142322.62,5144,627,0.84,11,60,0
1303,南亞         ,20130917,162,10.4,66660,4279.57,-34,-2.18,2235134,143495.6,3164,2945,0.84,162,0,0
1303,南亞         ,20130918,-393,-24.96,66267,4207.95,-740,-46.99,2234334,141880.21,2889,3295,0.84,199,592,0
1303,南亞         ,20130923,-351,-22.29,65916,4185.67,-597,-37.91,2233684,141838.93,4836,5136,0.83,0,351,0
1303,南亞         ,20130924,-88,-5.58,65828,4173.5,770,48.82,2233462,141601.49,3004,1975,0.83,1,89,0
1303,南亞         ,20130925,-200,-12.7,65628,4167.38,821,52.13,2234709,141904.02,4914,3661,0.83,0,200,0
1303,南亞         ,20130926,-205,-12.76,65423,4069.31,-1664,-103.5,2233414,138918.35,1562,2654,0.82,3,208,0
1303,南亞         ,20130927,-103,-6.5,65320,4134.76,1594,100.9,2234991,141474.93,4090,2285,0.82,0,103,0
1303,南亞         ,20130930,-194,-12.05,66432,4132.07,-4645,-288.92,2231730,138813.61,1579,6032,0.84,4,198,0
1303,南亞         ,20131001,520,32.5,66952,4184.5,-33,-2.06,2231742,139483.88,1528,2182,0.84,582,62,0
1303,南亞         ,20131002,1377,88.01,68329,4366.22,1314,83.96,2233066,142692.92,1507,1598,0.86,1383,6,0.01
1303,南亞         ,20131003,2253,148.5,70582,4651.35,8501,560.22,2241771,147732.71,7767,1477,0.89,2254,1,0.01
1303,南亞         ,20131004,350,23.03,70932,4667.33,779,51.26,2242565,147560.78,2127,1799,0.89,350,0,0
1303,南亞         ,20131007,498,32.37,71430,4642.95,-1683,-109.4,2240882,145657.33,1336,3751,0.9,502,4,0
1303,南亞         ,20131008,365,23.91,71795,4702.57,2571,168.4,2244117,146989.66,2960,897,0.91,365,0,0
1303,南亞         ,20131009,258,16.85,72053,4705.06,789,51.52,2244997,146598.3,2963,2203,0.91,330,72,0
1303,南亞         ,20131011,-125,-8.2,71928,4718.48,1879,123.26,2245448,147301.39,2979,858,0.91,0,125,0
1303,南亞         ,20131014,59,3.84,71987,4686.35,581,37.82,2246224,146229.18,1641,737,0.91,82,23,0
1303,南亞         ,20131015,-125,-8.18,71862,4699.77,2611,170.76,2249351,147107.56,3527,751,0.91,81,206,0
1303,南亞         ,20131016,73,4.73,71935,4690.16,1432,93.37,2250795,146751.83,2103,762,0.91,95,22,0
1303,南亞         ,20131017,-120,-7.87,71815,4711.06,1666,109.29,2252605,147770.89,2211,849,0.91,2,122,0
1303,南亞         ,20131018,-1,-0.07,71814,4725.36,944,62.12,2254591,148352.09,1188,414,0.91,0,1,0
1303,南亞         ,20131021,350,23.05,72164,4748.39,1477,97.19,2256215,148458.95,1261,149,0.91,421,71,0
1303,南亞         ,20131022,-26,-1.72,72138,4761.11,764,50.42,2257137,148971.04,2147,1336,0.91,20,46,0
1303,南亞         ,20131023,-37,-2.43,72101,4729.83,249,16.33,2258064,148129,1798,1214,0.91,0,37,0
1303,南亞         ,20131024,0,0,72101,4801.93,901,60.01,2258360,150406.78,864,552,0.91,0,0,0
1303,南亞         ,20131025,-3,-0.2,72098,4772.89,-2590,-171.46,2255770,149331.97,790,2956,0.91,0,3,0
1303,南亞         ,20131028,-42,-2.78,72056,4777.31,2156,142.94,2257926,149700.49,2627,438,0.91,0,42,0
1303,南亞         ,20131029,-1,-0.07,72055,4813.27,3134,209.35,2261060,151038.81,4182,968,0.91,0,1,0
1303,南亞         ,20131030,104,6.96,72159,4827.44,2055,137.48,2263186,151407.14,2170,353,0.91,219,115,0
1303,南亞         ,20131031,-108,-7.24,72051,4827.42,1504,100.77,2264367,151712.59,3293,1678,0.91,0,108,0
1303,南亞         ,20131101,-34,-2.21,72017,4753.12,-150,-9.9,2264247,149440.3,549,723,0.91,0,34,0
1303,南亞         ,20131104,-57,-3.68,71960,4641.42,-1552,-100.1,2262850,145953.83,144,1437,0.91,0,57,0
1303,南亞         ,20131105,-274,-17.26,71686,4516.22,-1662,-104.71,2261151,142452.51,828,2253,0.9,0,274,0
1303,南亞         ,20131106,-94,-6,71592,4567.57,477,30.43,2261620,144291.36,1588,906,0.9,0,94,0
1303,南亞         ,20131107,-2,-0.13,71590,4588.92,-1041,-66.73,2260636,144906.77,918,1900,0.9,0,2,0
1303,南亞         ,20131108,0,0,71590,4517.33,-1580,-99.7,2259274,142560.19,582,2032,0.9,0,0,0
1303,南亞         ,20131111,0,0,71590,4503.01,-1485,-93.41,2257859,142019.33,797,2212,0.9,0,0,0
1303,南亞         ,20131112,0,0,71590,4624.71,900,58.14,2258572,145903.75,2466,1753,0.9,0,0,0
1303,南亞         ,20131113,-71,-4.47,71519,4505.7,-3666,-230.96,2254852,142055.68,939,4589,0.9,0,71,0
1303,南亞         ,20131114,0,0,71519,4512.85,-1696,-107.02,2252690,142144.74,756,2486,0.9,0,0,0
1303,南亞         ,20131115,-106,-6.82,71413,4591.86,1505,96.77,2253736,144915.22,2441,1166,0.9,0,106,0
1303,南亞         ,20131118,88,5.71,71501,4640.41,353,22.91,2253858,146275.38,686,483,0.9,88,0,0
1303,南亞         ,20131119,-170,-11.1,71331,4657.91,969,63.28,2254109,147193.32,1604,732,0.9,0,170,0
1303,南亞         ,20131120,200,12.94,71531,4628.06,-150,-9.71,2253984,145832.76,884,1039,0.9,300,100,0
1303,南亞         ,20131121,-253,-15.94,71278,4490.51,-4371,-275.37,2249397,141712.01,1036,5072,0.9,0,253,0
1303,南亞         ,20131122,292,18.57,71570,4551.85,-1601,-101.82,2247561,142944.88,1331,3178,0.9,293,1,0
1303,南亞         ,20131125,-458,-29.29,71112,4544.06,-79,-5.05,2247209,143596.66,1172,1121,0.9,0,458,0
1303,南亞         ,20131126,-634,-40.21,70478,4468.31,-1844,-116.91,2245365,142356.14,4929,6281,0.89,198,832,0.01
1303,南亞         ,20131127,-696,-44.55,69782,4466.05,527,33.73,2245843,143733.95,2171,1113,0.88,0,696,0
1303,南亞         ,20131128,-400,-25.84,69382,4482.08,2620,169.25,2248462,145250.65,3145,389,0.87,0,400,0
1303,南亞         ,20131129,-106,-6.87,69276,4489.08,2988,193.62,2250210,145813.61,3746,762,0.87,0,106,0
1303,南亞         ,20131202,43,2.81,69319,4533.46,1574,102.94,2251935,147276.55,1756,75,0.87,55,12,0
1303,南亞         ,20131203,-320,-20.8,68999,4484.94,115,7.48,2252239,146395.54,1777,1153,0.87,354,674,0.01
