證券名稱,簡稱,年月日,投信持股率%,投信持股數(千股),投信買進張數,投信買賣超(千股),投信持股數市值(百萬),投信賣出張數,流通在外股數(千股),投信買賣超市值(百萬),合計持股數(千股),投信週轉率%
8926,台汽電       ,20130102,0.41,2403,0,0,46.86,0,589049,0,27996,0
8926,台汽電       ,20130103,0.41,2402,0,-1,47.2,1,589049,-0.02,28013,0
8926,台汽電       ,20130104,0.41,2400,0,-2,46.68,2,589049,-0.04,27957,0
8926,台汽電       ,20130107,0.41,2411,13,11,47.38,2,589049,0.22,27970,0
8926,台汽電       ,20130108,0.41,2411,0,0,47.26,0,589049,0,28005,0
8926,台汽電       ,20130109,0.41,2411,0,0,47.26,0,589049,0,28026,0
8926,台汽電       ,20130110,0.41,2411,0,0,47.38,0,589049,0,28057,0
8926,台汽電       ,20130111,0.41,2414,3,3,47.31,0,589049,0.06,28156,0
8926,台汽電       ,20130114,0.41,2414,0,0,47.31,0,589049,0,28127,0
8926,台汽電       ,20130115,0.41,2416,2,2,47.11,0,589049,0.04,28163,0
8926,台汽電       ,20130116,0.41,2418,2,2,47.15,0,589049,0.04,28141,0
8926,台汽電       ,20130117,0.41,2423,5,5,46.89,0,589049,0.1,28078,0
8926,台汽電       ,20130118,0.41,2423,0,0,46.89,0,589049,0,28101,0
8926,台汽電       ,20130121,0.41,2423,0,0,46.89,0,589049,0,28096,0
8926,台汽電       ,20130122,0.41,2423,0,0,46.89,0,589049,0,28112,0
8926,台汽電       ,20130123,0.41,2423,0,0,47.01,0,589049,0,28128,0
8926,台汽電       ,20130124,0.41,2421,0,-2,46.97,2,589049,-0.04,28112,0
8926,台汽電       ,20130125,0.41,2419,0,-2,46.57,2,589049,-0.04,28084,0
8926,台汽電       ,20130128,0.41,2419,0,0,46.57,0,589049,0,28123,0
8926,台汽電       ,20130129,0.41,2419,0,0,46.93,0,589049,0,28146,0
8926,台汽電       ,20130130,0.41,2419,0,0,47.05,0,589049,0,28240,0
8926,台汽電       ,20130131,0.41,2420,1,1,47.19,0,589049,0.02,28220,0
8926,台汽電       ,20130201,0.41,2420,0,0,47.19,0,589049,0,28222,0
8926,台汽電       ,20130204,0.45,2632,212,212,51.85,0,589049,4.18,28473,0.02
8926,台汽電       ,20130205,0.48,2835,203,203,55.71,0,589049,3.99,28738,0.02
8926,台汽電       ,20130206,0.48,2821,0,-14,55.15,14,589049,-0.27,28801,0
8926,台汽電       ,20130218,0.48,2821,0,0,55.71,0,589049,0,28796,0
8926,台汽電       ,20130219,0.48,2817,0,-4,55.64,4,589049,-0.08,28758,0
8926,台汽電       ,20130220,0.48,2817,0,0,55.49,0,589049,0,28750,0
8926,台汽電       ,20130221,0.48,2811,0,-6,55.66,6,589049,-0.12,28714,0
8926,台汽電       ,20130222,0.48,2801,0,-10,55.18,10,589049,-0.2,28685,0
8926,台汽電       ,20130223,0.47,2796,0,-5,55.5,5,589049,-0.1,28681,0
8926,台汽電       ,20130225,0.47,2796,0,0,55.36,0,589049,0,28647,0
8926,台汽電       ,20130226,0.47,2796,0,0,57.04,0,589049,0,28646,0
8926,台汽電       ,20130227,0.47,2796,0,0,57.04,0,589049,0,28770,0
8926,台汽電       ,20130301,0.47,2796,0,0,58.02,0,589049,0,28760,0
8926,台汽電       ,20130304,0.47,2796,0,0,57.32,0,589049,0,28634,0
8926,台汽電       ,20130305,0.47,2796,0,0,57.46,0,589049,0,28615,0
8926,台汽電       ,20130306,0.47,2796,0,0,57.46,0,589049,0,28645,0
8926,台汽電       ,20130307,0.47,2760,0,-36,57.27,36,589049,-0.75,28598,0
8926,台汽電       ,20130308,0.47,2759,0,-1,56.84,1,589049,-0.02,28605,0
