證券名稱,簡稱,年月日,投信持股率%,投信持股數(千股),投信買進張數,投信買賣超(千股),投信持股數市值(百萬),投信賣出張數,流通在外股數(千股),投信買賣超市值(百萬),合計持股數(千股),投信週轉率%
9937,全國         ,20130102,0.05,164,0,0,4.92,0,309043,0,28285,0
9937,全國         ,20130103,0.05,163,0,-1,4.86,1,309043,-0.03,28290,0
9937,全國         ,20130104,0.05,160,0,-3,4.78,3,309043,-0.1,28262,0
9937,全國         ,20130107,0.05,144,0,-16,4.28,16,309043,-0.48,28228,0
9937,全國         ,20130108,0.05,144,0,0,4.29,0,309043,0,28224,0
9937,全國         ,20130109,0.05,144,0,0,4.29,0,309043,0,28221,0
9937,全國         ,20130110,0.05,144,0,0,4.29,0,309043,0,28242,0
9937,全國         ,20130111,0.05,141,0,-3,4.23,3,309043,-0.09,28324,0
9937,全國         ,20130114,0.05,141,0,0,4.22,0,309043,0,28313,0
9937,全國         ,20130115,0.04,139,0,-2,4.16,2,309043,-0.06,28324,0
9937,全國         ,20130116,0.04,137,0,-2,4.07,2,309043,-0.06,28262,0
9937,全國         ,20130117,0.04,134,0,-3,3.95,3,309043,-0.09,28206,0
9937,全國         ,20130118,0.04,134,0,0,3.97,0,309043,0,28207,0
9937,全國         ,20130121,0.04,127,0,-7,3.75,7,309043,-0.21,28193,0
9937,全國         ,20130122,0.04,127,0,0,3.77,0,309043,0,28199,0
9937,全國         ,20130123,0.04,126,0,-1,3.73,1,309043,-0.03,28206,0
9937,全國         ,20130124,0.04,124,0,-2,3.67,2,309043,-0.06,28187,0
9937,全國         ,20130125,0.04,122,0,-2,3.6,2,309043,-0.06,28148,0
9937,全國         ,20130128,0.04,122,0,0,3.62,0,309043,0,28162,0
9937,全國         ,20130129,0.04,122,0,0,3.62,0,309043,0,28162,0
9937,全國         ,20130130,0.04,122,0,0,3.64,0,309043,0,28191,0
9937,全國         ,20130131,0.04,121,0,-1,3.6,1,309043,-0.03,28177,0
9937,全國         ,20130201,0.04,121,0,0,3.6,0,309043,0,28184,0
9937,全國         ,20130204,0.04,128,7,7,3.81,0,309043,0.21,28197,0
9937,全國         ,20130205,0.04,136,8,8,4.01,0,309043,0.24,28207,0
9937,全國         ,20130206,0.04,134,0,-2,3.98,2,309043,-0.06,28213,0
9937,全國         ,20130218,0.04,134,0,0,3.98,0,309043,0,28210,0
9937,全國         ,20130219,0.04,133,0,-1,3.95,1,309043,-0.03,28217,0
9937,全國         ,20130220,0.04,133,0,0,3.96,0,309043,0,28217,0
9937,全國         ,20130221,0.04,132,0,-1,3.92,1,309043,-0.03,28193,0
9937,全國         ,20130222,0.04,130,0,-2,3.87,2,309043,-0.06,28191,0
9937,全國         ,20130223,0.04,129,0,-1,3.82,1,309043,-0.03,28190,0
9937,全國         ,20130225,0.04,129,0,0,3.83,0,309043,0,28165,0
9937,全國         ,20130226,0.04,129,0,0,3.84,0,309043,0,28156,0
9937,全國         ,20130227,0.04,129,0,0,3.87,0,309043,0,28247,0
9937,全國         ,20130301,0.04,129,0,0,3.87,0,309043,0,28257,0
9937,全國         ,20130304,0.04,129,0,0,3.84,0,309043,0,28211,0
9937,全國         ,20130305,0.04,129,0,0,3.86,0,309043,0,28206,0
9937,全國         ,20130306,0.04,129,0,0,3.86,0,309043,0,28206,0
9937,全國         ,20130307,0.04,110,0,-19,3.28,19,309043,-0.57,28199,0
9937,全國         ,20130308,0.04,110,0,0,3.29,0,309043,0,28212,0
