證券名稱,簡稱,年月日,投信買賣超(千股),投信買賣超市值(百萬),投信持股數(千股),投信持股數市值(百萬),合計買賣超(千股),合計買賣超市值(百萬),合計持股數(千股),合計持股數市值(百萬),外資買進張數,外資賣出張數,投信持股率%,投信買進張數,投信賣出張數,投信週轉率%
1326,台化         ,20130102,312,23.52,53053,4000.2,2447,184.5,2058981,155247.17,3034,866,0.93,362,50,0
1326,台化         ,20130103,606,47.15,53659,4174.67,4539,353.13,2063550,160544.19,4521,842,0.94,613,7,0.01
1326,台化         ,20130104,454,35.68,54113,4253.28,5222,410.45,2068772,162605.48,6907,2057,0.95,468,14,0
1326,台化         ,20130107,53,4.16,54166,4252.03,2355,184.87,2071127,162583.47,4549,1817,0.95,404,351,0.01
1326,台化         ,20130108,-124,-9.72,54042,4236.89,629,49.31,2070866,162355.89,2792,1558,0.95,0,124,0
1326,台化         ,20130109,-26,-2.02,54016,4191.64,1258,97.62,2072150,160798.84,3029,1713,0.95,0,26,0
1326,台化         ,20130110,62,4.82,54078,4207.27,2738,213.02,2075249,161454.37,6899,3645,0.95,62,0,0
1326,台化         ,20130111,-16,-1.26,54062,4249.27,1889,148.48,2077146,163263.68,2259,356,0.95,150,166,0
1326,台化         ,20130114,20,1.55,54082,4191.35,-494,-38.28,2076828,160954.17,2690,3007,0.95,135,115,0
1326,台化         ,20130115,-139,-10.86,53943,4212.95,570,44.52,2077737,162271.26,3644,2616,0.95,0,139,0
1326,台化         ,20130116,-48,-3.73,53895,4193.03,869,67.61,2078673,161720.76,3114,2170,0.95,0,48,0
1326,台化         ,20130117,-225,-17.55,53670,4186.26,1817,141.73,2080370,162268.86,8937,6442,0.94,0,225,0
1326,台化         ,20130118,35,2.77,53705,4242.7,2060,162.74,2082670,164530.93,3291,1133,0.94,35,0,0
1326,台化         ,20130121,-37,-2.96,53668,4293.44,2372,189.76,2085081,166806.48,4029,1810,0.94,0,37,0
1326,台化         ,20130122,-170,-13.6,53498,4279.84,1458,116.64,2086542,166923.36,3760,2178,0.94,0,170,0
1326,台化         ,20130123,-39,-3.08,53459,4223.26,784,61.94,2087369,164902.15,2031,1165,0.94,0,39,0
1326,台化         ,20130124,-36,-2.8,53423,4161.65,-54,-4.21,2087327,162602.77,1542,1450,0.94,2,38,0
1326,台化         ,20130125,-878,-67.96,52545,4066.98,-98,-7.59,2087217,161550.6,3512,2794,0.92,0,878,0.01
1326,台化         ,20130128,-1096,-85.27,51449,4002.73,461,35.87,2087753,162427.18,2079,411,0.9,0,1096,0.01
1326,台化         ,20130129,-605,-47.43,50844,3986.17,1611,126.3,2089398,163808.8,2640,339,0.89,0,605,0.01
1326,台化         ,20130130,-110,-8.77,50734,4043.5,2636,210.09,2092183,166746.99,4863,1968,0.89,0,110,0
1326,台化         ,20130131,-17,-1.36,50717,4067.5,3556,285.19,2095307,168043.62,6512,2729,0.89,20,37,0
1326,台化         ,20130201,0,0,50717,4057.36,1056,84.48,2096473,167717.84,3717,2551,0.89,0,0,0
1326,台化         ,20130204,-16,-1.29,50701,4076.36,2350,188.94,2099008,168760.24,4051,1628,0.89,3,19,0
1326,台化         ,20130205,-1025,-80.98,49676,3924.4,-236,-18.64,2098810,165805.99,3862,3105,0.87,0,1025,0.01
1326,台化         ,20130206,-498,-39.32,49178,3885.06,1526,120.55,2100765,165960.44,5927,3404,0.86,3,501,0
1326,台化         ,20130218,-84,-6.48,49094,3790.06,-2202,-169.99,2098892,162034.46,6497,8396,0.86,0,84,0
1326,台化         ,20130219,-307,-23.67,48787,3761.48,259,19.97,2099323,161857.8,1581,843,0.86,0,307,0
1326,台化         ,20130220,-295,-22.95,48492,3772.68,732,56.95,2099465,163338.38,3747,3440,0.85,0,295,0
1326,台化         ,20130221,-70,-5.42,48422,3747.86,1137,88,2101570,162661.52,6350,4960,0.85,0,70,0
1326,台化         ,20130222,-26,-2.02,48396,3755.53,117,9.08,2100866,163027.2,1895,1689,0.85,0,26,0
1326,台化         ,20130223,-67,-5.2,48329,3750.33,338,26.23,2101369,163066.23,581,11,0.85,0,67,0
1326,台化         ,20130225,-41,-3.18,48288,3742.32,187,14.49,2101716,162882.99,4415,4027,0.85,0,41,0
1326,台化         ,20130226,-404,-31.19,47884,3696.64,-522,-40.3,2101236,162215.42,11199,11285,0.84,0,404,0
1326,台化         ,20130227,-202,-15.27,47682,3604.76,-967,-73.11,2100726,158814.89,2895,3604,0.84,0,202,0
1326,台化         ,20130301,-153,-11.64,47529,3616.96,-161,-12.25,2100674,159861.29,3643,3542,0.84,0,153,0
1326,台化         ,20130304,-205,-15.03,47324,3468.85,-5160,-378.23,2095405,153593.19,4569,9726,0.83,0,205,0
1326,台化         ,20130305,-310,-22.88,47014,3469.63,-1442,-106.42,2094220,154553.44,3507,4289,0.83,0,310,0
1326,台化         ,20130306,-251,-18.77,46763,3497.87,-166,-12.42,2092947,156552.44,2275,2131,0.82,0,251,0
1326,台化         ,20130307,-32,-2.4,46731,3504.83,-22,-1.65,2092951,156971.33,708,673,0.82,0,32,0
1326,台化         ,20130308,-44,-3.33,46687,3529.54,680,51.41,2093528,158270.72,5780,5159,0.82,0,44,0
1326,台化         ,20130311,-539,-40.86,46148,3498.02,-1269,-96.19,2092945,158645.23,3146,3682,0.81,0,539,0
1326,台化         ,20130312,-90,-6.8,46058,3477.38,-488,-36.84,2092484,157982.54,718,1089,0.81,0,90,0
1326,台化         ,20130313,-246,-18.2,45812,3390.09,-2350,-173.9,2090337,154684.94,795,2696,0.81,0,246,0
1326,台化         ,20130314,-6,-0.44,45806,3353,-1350,-98.82,2089935,152983.24,1203,2399,0.8,0,6,0
1326,台化         ,20130315,3270,241.65,49076,3626.72,825,60.97,2091043,154528.08,1926,4188,0.86,3287,17,0.03
1326,台化         ,20130318,23,1.67,49099,3554.77,-2841,-205.69,2087936,151166.57,624,3478,0.86,33,10,0
1326,台化         ,20130319,-12,-0.86,49087,3534.26,-2196,-158.11,2085707,150170.9,1171,3388,0.86,0,12,0
1326,台化         ,20130320,-14,-0.99,49073,3459.65,-2925,-206.21,2082580,146821.89,1022,4135,0.86,0,14,0
1326,台化         ,20130321,0,0,49073,3459.65,-1143,-80.58,2081441,146741.59,929,2068,0.86,0,0,0
1326,台化         ,20130322,-7,-0.49,49066,3449.34,-427,-30.02,2081033,146296.62,960,1411,0.86,0,7,0
1326,台化         ,20130325,0,0,49066,3473.87,-400,-28.32,2080673,147311.65,586,946,0.86,0,0,0
1326,台化         ,20130326,0,0,49066,3414.99,-1494,-103.98,2079079,144703.9,408,1850,0.86,0,0,0
1326,台化         ,20130327,-59,-4.05,49007,3361.88,1017,69.77,2080069,142692.73,2160,1131,0.86,2,61,0
1326,台化         ,20130328,-257,-17.19,48750,3261.38,-3114,-208.33,2076616,138925.61,2332,5508,0.86,0,257,0
1326,台化         ,20130329,2,0.14,43690,3005.87,815,56.07,2072147,142563.71,2156,1565,0.77,2,0,0
1326,台化         ,20130401,-4,-0.28,43686,3036.18,568,39.48,2072730,144054.73,856,393,0.77,0,4,0
1326,台化         ,20130402,-4,-0.28,43682,3075.21,-194,-13.66,2072716,145919.21,1817,1922,0.77,0,4,0
1326,台化         ,20130403,-16,-1.1,43666,3004.22,-2201,-151.43,2070565,142454.87,965,3256,0.77,0,16,0
1326,台化         ,20130408,-444,-29.79,43222,2900.2,-4211,-282.56,2066592,138668.32,1107,4926,0.76,0,444,0
1326,台化         ,20130409,94,6.31,43316,2906.5,-3076,-206.4,2063516,138461.92,861,3987,0.76,100,6,0
1326,台化         ,20130410,0,0,43316,2897.84,-262,-17.53,2063289,138034.03,4088,4362,0.76,0,0,0
1326,台化         ,20130411,-94,-6.35,43222,2917.49,-1394,-94.1,2061925,139179.94,1559,2976,0.76,0,94,0
1326,台化         ,20130412,-1,-0.07,43221,2939.03,-1726,-117.37,2060199,140093.53,1005,2781,0.76,0,1,0
1326,台化         ,20130415,-4,-0.27,43217,2912.83,-1016,-68.48,2059223,138791.63,344,1336,0.76,0,4,0
1326,台化         ,20130416,-44,-2.95,43173,2896.91,-890,-59.72,2057963,138089.32,1130,2022,0.76,0,44,0
1326,台化         ,20130417,-107,-7.19,43066,2894.04,-1197,-80.44,2056448,138193.31,3041,4094,0.76,20,127,0
1326,台化         ,20130418,0,0,43066,2876.81,-1394,-93.12,2055074,137278.94,321,1683,0.76,0,0,0
1326,台化         ,20130419,16,1.09,43082,2903.73,429,28.91,2055503,138540.9,1024,548,0.76,16,0,0
1326,台化         ,20130422,-25,-1.7,43057,2919.26,-54,-3.66,2055450,139359.51,499,620,0.76,0,25,0
1326,台化         ,20130423,125,8.5,43182,2936.38,-978,-66.5,2054472,139704.1,878,2025,0.76,150,25,0
1326,台化         ,20130424,50,3.48,43232,3008.95,-1298,-90.34,2053194,142902.3,1704,3461,0.76,55,5,0
1326,台化         ,20130425,198,13.82,43430,3031.41,-642,-44.81,2052602,143271.62,2743,3243,0.76,214,16,0
1326,台化         ,20130426,-8,-0.56,43422,3017.83,-1091,-75.82,2051570,142584.12,2943,3970,0.76,0,8,0
1326,台化         ,20130429,12,0.83,43434,3005.63,41,2.84,2051883,141990.3,2152,2208,0.76,25,13,0
1326,台化         ,20130430,-115,-7.95,43319,2993.34,-1758,-121.48,2049699,141634.2,3693,5356,0.76,290,405,0.01
1326,台化         ,20130502,36,2.48,43355,2987.16,-1204,-82.96,2048505,141141.99,2418,3933,0.76,50,14,0
1326,台化         ,20130503,-60,-4.12,43295,2974.37,-3689,-253.43,2044616,140465.12,1333,4751,0.76,0,60,0
1326,台化         ,20130506,121,8.47,43416,3039.12,-969,-67.83,2043647,143055.29,2489,4236,0.76,140,19,0
1326,台化         ,20130507,109,7.78,43525,3107.69,-47,-3.36,2043715,145921.25,1540,1996,0.76,110,1,0
1326,台化         ,20130508,307,22.41,43832,3199.74,2565,187.25,2047371,149458.08,4794,3017,0.77,310,3,0
1326,台化         ,20130509,64,4.7,43896,3226.36,569,41.82,2048076,150533.59,2112,1591,0.77,75,11,0
1326,台化         ,20130510,25,1.84,43921,3236.98,1879,138.48,2049985,151083.89,3400,1603,0.77,115,90,0
1326,台化         ,20130513,24,1.76,43945,3225.56,709,52.04,2050723,150523.07,1345,414,0.77,35,11,0
1326,台化         ,20130514,33,2.42,43978,3227.99,1134,83.24,2052099,150624.07,3182,1939,0.77,36,3,0
1326,台化         ,20130515,-612,-45.47,43366,3222.09,1191,88.49,2053440,152570.59,4374,1655,0.76,0,612,0.01
1326,台化         ,20130516,1353,102.56,44719,3389.7,3248,246.2,2056738,155900.74,3103,1290,0.79,1353,0,0.01
1326,台化         ,20130517,275,20.57,44994,3365.55,526,39.34,2057274,153884.1,953,695,0.79,296,21,0
1326,台化         ,20130520,-168,-12.45,44826,3321.61,1078,79.88,2058392,152526.85,2033,770,0.79,0,168,0
1326,台化         ,20130521,0,0,44826,3339.54,367,27.34,2058172,153333.81,1526,947,0.79,0,0,0
1326,台化         ,20130522,-25,-1.86,44801,3328.71,373,27.71,2058853,152972.78,2016,1633,0.79,0,25,0
1326,台化         ,20130523,-2,-0.15,44799,3252.41,-639,-46.39,2058705,149461.98,4465,4562,0.79,0,2,0
1326,台化         ,20130524,-371,-26.49,44428,3172.16,-2006,-143.23,2057987,146940.27,4951,5887,0.78,0,371,0
1326,台化         ,20130527,-2,-0.14,44426,3185.34,-967,-69.33,2056905,147480.09,667,1711,0.78,0,2,0
1326,台化         ,20130528,-3,-0.21,44423,3171.8,-925,-66.05,2056236,146815.25,1407,2276,0.78,0,3,0
1326,台化         ,20130529,0,0,44423,3233.99,693,50.45,2056940,149745.23,1580,836,0.78,0,0,0
1326,台化         ,20130530,-150,-10.71,44273,3161.09,-2536,-181.07,2055555,146766.63,2335,4497,0.78,0,150,0
1326,台化         ,20130531,-178,-12.57,44095,3113.11,-1564,-110.42,2054075,145017.7,5334,6736,0.77,2,180,0
1326,台化         ,20130603,0,0,44095,3108.7,-1040,-73.32,2053017,144737.7,1295,2346,0.77,0,0,0
1326,台化         ,20130604,0,0,44095,3121.93,-637,-45.1,2052495,145316.65,2566,3191,0.77,0,0,0
1326,台化         ,20130605,28,1.98,44123,3119.5,-1584,-111.99,2050638,144980.11,1240,2888,0.78,58,30,0
1326,台化         ,20130606,-133,-9.24,43990,3057.31,-2941,-204.4,2047806,142322.52,1360,4137,0.77,105,238,0
1326,台化         ,20130607,-44,-3.1,43946,3093.8,-2052,-144.46,2046484,144072.47,819,2726,0.77,95,139,0
1326,台化         ,20130610,44,3.12,43990,3123.29,-416,-29.54,2046045,145269.2,656,1159,0.77,44,0,0
1326,台化         ,20130611,216,15.34,44206,3138.63,-1051,-74.62,2045243,145212.25,1207,2462,0.78,216,0,0
1326,台化         ,20130613,35,2.39,44241,3017.24,-5930,-404.43,2040329,139150.44,1355,7262,0.78,41,6,0
1326,台化         ,20130614,0,0,44241,3017.24,-2069,-141.11,2039115,139067.64,883,2981,0.78,0,0,0
1326,台化         ,20130617,404,28.52,44645,3151.94,232,16.38,2040273,144043.27,1033,1244,0.78,459,55,0
1326,台化         ,20130618,26,1.8,44671,3086.77,-3235,-223.54,2037032,140758.91,1092,4426,0.79,30,4,0
1326,台化         ,20130619,16,1.12,44687,3119.15,-2442,-170.45,2035621,142086.35,1363,4011,0.79,20,4,0
1326,台化         ,20130620,0,0,44687,3038.72,-2840,-193.12,2032759,138227.61,634,3510,0.79,0,0,0
1326,台化         ,20130621,-57,-3.77,44630,2954.51,-5322,-352.32,2028086,134259.29,17696,22401,0.78,7,64,0
1326,台化         ,20130624,221,14.92,44851,3027.44,-1850,-124.88,2025878,136746.77,1527,3434,0.79,221,0,0
1326,台化         ,20130625,300,20.07,45151,3020.6,68,4.55,2020663,135182.35,1977,2448,0.79,300,0,0
1326,台化         ,20130626,172,11.59,45323,3054.77,-1903,-128.26,2018139,136022.57,3441,5286,0.8,180,8,0
1326,台化         ,20130627,194,13.39,45517,3140.67,443,30.57,2018333,139264.98,2145,1874,0.8,207,13,0
1326,台化         ,20130628,433,31.83,45083,3313.6,507,37.26,2018641,148370.11,3891,3613,0.79,436,3,0
1326,台化         ,20130701,-280,-19.71,44803,3154.13,-1796,-126.44,2016096,141933.16,2204,3506,0.79,0,280,0
1326,台化         ,20130702,1068,75.4,45871,3238.49,-198,-13.98,2016035,142332.07,2512,3733,0.81,1500,432,0.02
1326,台化         ,20130703,1316,90.54,47187,3246.47,1251,86.07,2017296,138789.96,1639,1763,0.83,1386,70,0.01
1326,台化         ,20130704,166,11.65,47353,3324.18,1702,119.48,2018912,141727.62,1725,313,0.83,266,100,0
1326,台化         ,20130705,331,23.57,47684,3395.1,2341,166.68,2020904,143888.36,2755,1244,0.84,352,21,0
1326,台化         ,20130708,1427,100.6,49111,3462.33,757,53.37,2021531,142517.94,3114,3704,0.86,1527,100,0.01
1326,台化         ,20130709,238,17.25,49349,3577.8,2126,154.14,2023637,146713.68,2613,750,0.87,238,0,0
1326,台化         ,20130710,340,24.92,49689,3642.2,1364,99.98,2024992,148431.91,1810,793,0.87,340,0,0
1326,台化         ,20130711,369,27.97,50058,3789.39,3953,299.24,2028955,153591.89,4355,1225,0.88,370,1,0
