證券名稱,簡稱,年月日,投信買賣超(千股),投信買賣超市值(百萬),投信持股數(千股),投信持股數市值(百萬),合計買賣超(千股),合計買賣超市值(百萬),合計持股數(千股),合計持股數市值(百萬),外資買進張數,外資賣出張數,投信持股率%,投信買進張數,投信賣出張數,投信週轉率%
1301,台塑         ,20130102,0,0,69828,5516.41,2520,199.08,2235392,176595.97,2830,685,1.14,0,0,0
1301,台塑         ,20130103,329,26.25,70157,5598.53,2977,237.56,2238369,178621.85,3537,920,1.15,337,8,0
1301,台塑         ,20130104,231,18.55,70388,5652.16,5133,412.18,2243532,180155.62,6083,1360,1.15,344,113,0
1301,台塑         ,20130107,271,21.68,70659,5652.72,903,72.24,2244465,179557.2,3179,2732,1.15,360,89,0
1301,台塑         ,20130108,813,65.12,71472,5724.91,1395,111.74,2244930,179818.89,2021,1191,1.17,859,46,0.01
1301,台塑         ,20130109,-72,-5.76,71400,5712,990,79.2,2245930,179674.4,2140,1050,1.17,0,72,0
1301,台塑         ,20130110,21,1.72,71421,5849.38,5474,448.32,2251469,184395.31,9851,4753,1.17,171,150,0
1301,台塑         ,20130111,602,48.76,72023,5833.86,586,47.47,2252065,182417.27,1750,1347,1.18,705,103,0.01
1301,台塑         ,20130114,-146,-11.65,71877,5735.78,-1215,-96.96,2250852,179617.99,2079,2929,1.17,215,361,0
1301,台塑         ,20130115,-5,-0.4,71872,5764.13,1254,100.57,2252146,180622.11,3617,2172,1.17,0,5,0
1301,台塑         ,20130116,167,13.24,72039,5712.69,-209,-16.57,2252057,178588.12,2824,3662,1.18,190,23,0
1301,台塑         ,20130117,-158,-12.45,71881,5664.22,641,50.51,2252438,177492.11,2587,1729,1.17,0,158,0
1301,台塑         ,20130118,-1,-0.08,71880,5764.78,1668,133.77,2254070,180776.41,2951,1272,1.17,0,1,0
1301,台塑         ,20130121,-66,-5.27,71814,5737.94,16,1.28,2254323,180120.41,1489,1375,1.17,0,66,0
1301,台塑         ,20130122,-129,-10.32,71685,5734.8,677,54.16,2254924,180393.92,1816,911,1.17,0,129,0
1301,台塑         ,20130123,-113,-9.02,71572,5711.45,640,51.07,2255574,179994.81,1657,900,1.17,0,113,0
1301,台塑         ,20130124,-88,-6.93,71484,5632.94,-774,-60.99,2254846,177681.86,1893,2375,1.17,4,92,0
1301,台塑         ,20130125,-738,-58.15,70746,5574.78,-590,-46.49,2254277,177637.03,4746,4208,1.16,0,738,0.01
1301,台塑         ,20130128,-112,-8.79,70634,5544.77,888,69.71,2255177,177031.39,1639,630,1.15,0,112,0
1301,台塑         ,20130129,-298,-23.54,70336,5556.54,243,19.2,2255296,178168.38,2433,1857,1.15,0,298,0
1301,台塑         ,20130130,-150,-12,70186,5614.88,1820,145.6,2257028,180562.24,4172,2011,1.15,0,150,0
1301,台塑         ,20130131,11,0.88,70197,5629.8,1829,146.69,2258233,181110.29,5265,3323,1.15,18,7,0
1301,台塑         ,20130201,-649,-51.98,69548,5570.79,790,63.28,2258913,180938.93,3073,1617,1.14,0,649,0.01
1301,台塑         ,20130204,-168,-13.61,69380,5619.78,1090,88.29,2260151,183072.23,3125,1885,1.13,181,349,0
1301,台塑         ,20130205,-300,-24.27,69080,5588.57,1235,99.91,2261501,182955.43,3702,2031,1.13,0,300,0
1301,台塑         ,20130206,-49,-3.92,69031,5522.48,-773,-61.84,2261134,180890.72,4370,4539,1.13,0,49,0
1301,台塑         ,20130218,-337,-26.62,68694,5426.83,-240,-18.96,2261536,178661.34,7755,7026,1.12,0,337,0
1301,台塑         ,20130219,-1418,-111.88,67276,5308.08,-1987,-156.77,2259544,178278.02,1522,1877,1.1,0,1418,0.01
1301,台塑         ,20130220,-415,-32.62,66861,5255.27,-1844,-144.94,2258150,177490.59,7103,8242,1.09,0,415,0
1301,台塑         ,20130221,-140,-10.95,66721,5217.58,-1873,-146.47,2256551,176462.29,4354,5793,1.09,0,140,0
1301,台塑         ,20130222,-68,-5.28,66653,5172.27,-3133,-243.12,2253453,174867.95,1693,4698,1.09,0,68,0
1301,台塑         ,20130223,-8,-0.62,66645,5204.97,-97,-7.58,2253484,175997.1,41,2,1.09,0,8,0
