證券名稱,簡稱,年月日,投信買賣超(千股),投信買賣超市值(百萬),投信持股數(千股),投信持股數市值(百萬),合計買賣超(千股),合計買賣超市值(百萬),合計持股數(千股),合計持股數市值(百萬),外資買進張數,外資賣出張數,投信持股率%,投信買進張數,投信賣出張數,投信週轉率%
1309,台達化       ,20130102,0,0,0,0,56,0.54,9919,95.72,55,0,0,0,0,0
1309,台達化       ,20130103,0,0,0,0,34,0.33,9953,97.54,34,0,0,0,0,0
1309,台達化       ,20130104,0,0,0,0,-66,-0.65,9887,97.88,32,90,0,0,0,0
1309,台達化       ,20130107,0,0,0,0,-168,-1.77,9719,102.54,92,256,0,0,0,0
1309,台達化       ,20130108,0,0,0,0,-133,-1.36,9586,98.26,5,134,0,0,0,0
1309,台達化       ,20130109,0,0,0,0,-14,-0.14,9572,98.11,4,16,0,0,0,0
1309,台達化       ,20130110,0,0,0,0,2,0.02,9574,98.61,14,10,0,0,0,0
1309,台達化       ,20130111,0,0,0,0,-5,-0.05,9569,98.08,0,5,0,0,0,0
1309,台達化       ,20130114,0,0,0,0,-29,-0.29,9540,96.83,13,33,0,0,0,0
1309,台達化       ,20130115,0,0,0,0,43,0.43,9583,95.83,47,0,0,0,0,0
1309,台達化       ,20130116,0,0,0,0,-7,-0.07,9576,95.76,17,24,0,0,0,0
1309,台達化       ,20130117,0,0,0,0,-201,-1.97,9375,91.88,41,242,0,0,0,0
1309,台達化       ,20130118,0,0,0,0,50,0.5,9425,94.25,55,4,0,0,0,0
1309,台達化       ,20130121,0,0,0,0,-52,-0.52,9373,93.45,29,80,0,0,0,0
1309,台達化       ,20130122,0,0,0,0,81,0.81,9454,94.54,81,0,0,0,0,0
1309,台達化       ,20130123,0,0,0,0,-50,-0.5,9316,92.88,23,73,0,0,0,0
1309,台達化       ,20130124,0,0,0,0,-38,-0.38,9278,92.22,3,41,0,0,0,0
1309,台達化       ,20130125,0,0,0,0,-89,-0.88,9189,90.79,3,95,0,0,0,0
1309,台達化       ,20130128,0,0,0,0,-59,-0.58,9130,89.02,3,62,0,0,0,0
1309,台達化       ,20130129,0,0,0,0,2,0.02,9122,89.3,20,18,0,0,0,0
1309,台達化       ,20130130,0,0,0,0,76,0.75,9198,90.69,76,0,0,0,0,0
1309,台達化       ,20130131,0,0,0,0,1,0.01,9193,90.18,3,2,0,0,0,0
1309,台達化       ,20130201,0,0,0,0,3,0.03,9196,90.12,3,0,0,0,0,0
1309,台達化       ,20130204,0,0,0,0,11,0.11,9207,90.04,6,0,0,0,0,0
1309,台達化       ,20130205,0,0,0,0,-37,-0.36,9170,88.77,3,41,0,0,0,0
1309,台達化       ,20130206,0,0,0,0,2,0.02,9173,90.72,9,0,0,0,0,0
1309,台達化       ,20130218,0,0,0,0,-87,-0.87,9085,90.85,3,91,0,0,0,0
1309,台達化       ,20130219,0,0,0,0,-24,-0.24,9061,90.61,3,28,0,0,0,0
1309,台達化       ,20130220,0,0,0,0,11,0.11,9072,90.72,24,13,0,0,0,0
1309,台達化       ,20130221,0,0,0,0,-37,-0.37,9035,89.72,3,40,0,0,0,0
1309,台達化       ,20130222,0,0,0,0,-10,-0.1,9025,88.9,9,19,0,0,0,0
1309,台達化       ,20130223,0,0,0,0,0,0,9025,89.53,0,0,0,0,0,0
1309,台達化       ,20130225,0,0,0,0,-33,-0.33,8992,89.02,3,36,0,0,0,0
1309,台達化       ,20130226,0,0,0,0,-50,-0.49,8942,87.99,3,55,0,0,0,0
1309,台達化       ,20130227,0,0,0,0,-53,-0.52,8886,86.91,3,56,0,0,0,0
1309,台達化       ,20130301,0,0,0,0,7,0.07,8852,86.48,20,13,0,0,0,0
1309,台達化       ,20130304,0,0,0,0,-122,-1.19,8731,84.95,3,124,0,0,0,0
1309,台達化       ,20130305,0,0,0,0,-23,-0.22,8708,84.47,6,29,0,0,0,0
