ID,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,解除隔離數,解封指數
133738,OWID_WRL,全球,全球,2020/1/22,557,0,0,17,0,0,0.071,0.002,0,0,0,0,0,0,0,0,0,0,99999
133739,OWID_WRL,全球,全球,2020/1/23,655,98,0,18,1,0,0.083,0.002,3.1,0,0,0,0,0,0,0,0,0,99999
133740,OWID_WRL,全球,全球,2020/1/24,941,286,0,26,8,0,0.119,0.003,3.28,0,0,0,0,0,0,0,0,0,99999
133741,OWID_WRL,全球,全球,2020/1/25,1434,493,0,42,16,0,0.182,0.005,3.44,0,0,0,0,0,0,0,0,0,99999
133742,OWID_WRL,全球,全球,2020/1/26,2118,684,0,56,14,0,0.269,0.007,3.5,0,0,0,0,0,0,0,0,0,99999
133743,OWID_WRL,全球,全球,2020/1/27,2927,809,0,82,26,0,0.372,0.01,3.55,0,0,0,0,0,0,0,0,0,99999
133744,OWID_WRL,全球,全球,2020/1/28,5578,2651,717.286,131,49,16.286,0.708,0.017,3.53,0,0,0,0,0,0,0,0,0,99999
133745,OWID_WRL,全球,全球,2020/1/29,6167,589,801.429,133,2,16.571,0.783,0.017,3.22,0,0,0,0,0,0,0,0,0,99999
133746,OWID_WRL,全球,全球,2020/1/30,8235,2068,1082.857,171,38,21.857,1.046,0.022,3.01,0,0,0,0,0,0,0,0,0,99999
133747,OWID_WRL,全球,全球,2020/1/31,9927,1692,1283.714,213,42,26.714,1.261,0.027,2.81,0,0,0,0,0,0,0,0,0,99999
133748,OWID_WRL,全球,全球,2020/2/1,12038,2111,1514.857,259,46,31,1.529,0.033,2.67,0,0,0,0,0,0,0,0,0,99999
133749,OWID_WRL,全球,全球,2020/2/2,16787,4749,2095.571,362,103,43.714,2.132,0.046,2.57,0,0,0,0,0,0,0,0,0,99999
133750,OWID_WRL,全球,全球,2020/2/3,19887,3100,2422.857,426,64,49.143,2.525,0.054,2.35,0,0,0,0,0,0,0,0,0,99999
133751,OWID_WRL,全球,全球,2020/2/4,23898,4011,2617.143,492,66,51.571,3.035,0.062,2.13,0,0,0,0,0,0,0,0,0,99999
133752,OWID_WRL,全球,全球,2020/2/5,27643,3745,3068,564,72,61.571,3.51,0.072,1.99,0,0,0,0,0,0,0,0,0,99999
133753,OWID_WRL,全球,全球,2020/2/6,30805,3162,3224.286,634,70,66.143,3.912,0.081,1.78,0,0,0,0,0,0,0,0,0,99999
133754,OWID_WRL,全球,全球,2020/2/7,34399,3594,3496,719,85,72.286,4.368,0.091,1.66,0,0,0,0,0,0,0,0,0,99999
133755,OWID_WRL,全球,全球,2020/2/8,37130,2731,3584.571,806,87,78.143,4.715,0.102,1.55,0,0,0,0,0,0,0,0,0,99999
133756,OWID_WRL,全球,全球,2020/2/9,40161,3031,3339.143,906,100,77.714,5.1,0.115,1.47,0,0,0,0,0,0,0,0,0,99999
133757,OWID_WRL,全球,全球,2020/2/10,42769,2608,3268.857,1013,107,83.857,5.431,0.129,1.45,0,0,0,0,0,0,0,0,0,99999
133758,OWID_WRL,全球,全球,2020/2/11,44811,2042,2987.571,1113,100,88.714,5.69,0.141,1.44,0,0,0,0,0,0,0,0,0,99999
133759,OWID_WRL,全球,全球,2020/2/12,45229,418,2512.286,1118,5,79.143,5.743,0.142,1.55,0,0,0,0,0,0,0,0,0,99999
133760,OWID_WRL,全球,全球,2020/2/13,60381,15152,4225.143,1371,253,105.286,7.667,0.174,1.7,0,0,0,0,0,0,0,0,0,99999
133761,OWID_WRL,全球,全球,2020/2/14,66909,6528,4644.286,1523,152,114.857,8.496,0.193,1.47,0,0,0,0,0,0,0,0,0,99999
133762,OWID_WRL,全球,全球,2020/2/15,69052,2143,4560.286,1666,143,122.857,8.769,0.212,1.21,0,0,0,0,0,0,0,0,0,99999
133763,OWID_WRL,全球,全球,2020/2/16,71235,2183,4439.143,1770,104,123.429,9.046,0.225,1.02,0,0,0,0,0,0,0,0,0,99999
133764,OWID_WRL,全球,全球,2020/2/17,73270,2035,4357.286,1868,98,122.143,9.304,0.237,0.87,0,0,0,0,0,0,0,0,0,99999
133765,OWID_WRL,全球,全球,2020/2/18,75152,1882,4334.429,2008,140,127.857,9.543,0.255,0.75,0,0,0,0,0,0,0,0,0,99999
133766,OWID_WRL,全球,全球,2020/2/19,75652,500,4346.143,2123,115,143.571,9.607,0.27,0.67,0,0,0,0,0,0,0,0,0,99999
133767,OWID_WRL,全球,全球,2020/2/20,76212,560,2261.571,2248,125,125.286,9.678,0.285,0.58,0,0,0,0,0,0,0,0,0,99999
133768,OWID_WRL,全球,全球,2020/2/21,76841,629,1418.857,2252,4,104.143,9.758,0.286,0.57,0,0,0,0,0,0,0,0,0,99999
133769,OWID_WRL,全球,全球,2020/2/22,78602,1761,1364.286,2459,207,113.286,9.981,0.312,0.59,0,0,0,0,0,0,0,0,0,99999
133770,OWID_WRL,全球,全球,2020/2/23,78982,380,1106.714,2470,11,100,10.03,0.314,0.59,0,0,0,0,0,0,0,0,0,99999
133771,OWID_WRL,全球,全球,2020/2/24,79550,568,897.143,2630,160,108.857,10.102,0.334,0.63,0,0,0,0,0,0,0,0,0,99999
133772,OWID_WRL,全球,全球,2020/2/25,80404,854,750.286,2710,80,100.286,10.21,0.344,0.69,0,0,0,0,0,0,0,0,0,99999
133773,OWID_WRL,全球,全球,2020/2/26,81381,977,818.429,2771,61,92.571,10.334,0.352,0.79,0,0,0,0,0,0,0,0,0,99999
133774,OWID_WRL,全球,全球,2020/2/27,82740,1359,932.571,2814,43,80.857,10.507,0.357,0.87,0,0,0,0,0,0,0,0,0,99999
133775,OWID_WRL,全球,全球,2020/2/28,84128,1388,1041,2873,59,88.714,10.683,0.365,0.97,0,0,0,0,0,0,0,0,0,99999
133776,OWID_WRL,全球,全球,2020/2/29,86022,1894,1060,2943,70,69.143,10.923,0.374,1.1,0,0,0,0,0,0,0,0,0,99999
133777,OWID_WRL,全球,全球,2020/3/1,88400,2378,1345.429,2997,54,75.286,11.225,0.381,1.2,0,0,0,0,0,0,0,0,0,99999
133778,OWID_WRL,全球,全球,2020/3/2,90379,1979,1547,3086,89,65.143,11.477,0.392,1.28,0,0,0,0,0,0,0,0,0,99999
133779,OWID_WRL,全球,全球,2020/3/3,92980,2601,1796.571,3160,74,64.286,11.807,0.401,1.35,0,0,0,0,0,0,0,0,0,99999
133780,OWID_WRL,全球,全球,2020/3/4,95282,2302,1985.857,3255,95,69.143,12.099,0.413,1.42,0,0,0,0,0,0,0,0,0,99999
133781,OWID_WRL,全球,全球,2020/3/5,98100,2818,2194.286,3348,93,76.286,12.457,0.425,1.49,0,0,0,0,0,0,0,0,0,99999
133782,OWID_WRL,全球,全球,2020/3/6,102016,3916,2555.429,3461,113,84,12.954,0.439,1.58,0,0,0,0,0,0,0,0,0,99999
133783,OWID_WRL,全球,全球,2020/3/7,106113,4097,2870.143,3565,104,88.857,13.475,0.453,1.64,0,0,0,0,0,0,0,0,0,99999
133784,OWID_WRL,全球,全球,2020/3/8,110051,3938,3093,3805,240,115.429,13.975,0.483,1.7,0,0,0,0,0,0,0,0,0,99999
133785,OWID_WRL,全球,全球,2020/3/9,114232,4181,3407.571,3995,190,129.857,14.506,0.507,1.77,0,0,0,0,0,0,0,0,0,99999
133786,OWID_WRL,全球,全球,2020/3/10,119055,4823,3725,4271,276,158.714,15.118,0.542,1.85,0,0,0,0,0,0,0,0,0,99999
133787,OWID_WRL,全球,全球,2020/3/11,126714,7659,4490.286,4616,345,194.429,16.091,0.586,1.94,0,0,0,0,0,0,0,0,0,99999
133788,OWID_WRL,全球,全球,2020/3/12,132513,5799,4916.143,4925,309,225.286,16.827,0.625,2,0,0,0,0,0,0,0,0,0,99999
133789,OWID_WRL,全球,全球,2020/3/13,146864,14351,6406.857,5417,492,279.429,18.649,0.688,2.09,0,0,0,0,0,0,0,0,0,99999
133790,OWID_WRL,全球,全球,2020/3/14,157962,11098,7407,5838,421,324.714,20.059,0.741,2.09,0,0,0,0,0,0,0,0,0,99999
133791,OWID_WRL,全球,全球,2020/3/15,169241,11279,8455.714,6483,645,382.571,21.491,0.823,2.08,0,0,0,0,0,0,0,0,0,99999
133792,OWID_WRL,全球,全球,2020/3/16,184034,14793,9971.714,7175,692,454.286,23.369,0.911,2.08,0,0,0,0,0,0,0,0,0,99999
133793,OWID_WRL,全球,全球,2020/3/17,200039,16005,11569.143,7990,815,531.286,25.402,1.015,2.09,0,0,0,0,0,0,0,0,0,99999
133794,OWID_WRL,全球,全球,2020/3/18,219586,19547,13267.429,8907,917,613,27.884,1.131,2.1,0,0,0,0,0,0,0,0,0,99999
133795,OWID_WRL,全球,全球,2020/3/19,246684,27098,16310.143,10023,1116,728.286,31.325,1.273,2.11,0,0,0,0,0,0,0,0,0,99999
133796,OWID_WRL,全球,全球,2020/3/20,277565,30881,18671.571,11519,1496,871.714,35.247,1.463,2.08,0,0,0,0,0,0,0,0,0,99999
133797,OWID_WRL,全球,全球,2020/3/21,309680,32115,21674,13242,1723,1057.714,39.325,1.682,2.06,0,0,0,0,0,0,0,0,0,99999
133798,OWID_WRL,全球,全球,2020/3/22,344821,35141,25082.857,14927,1685,1206.286,43.787,1.896,2.02,0,0,0,0,0,0,0,0,0,99999
133799,OWID_WRL,全球,全球,2020/3/23,387488,42667,29064.857,16885,1958,1387.143,49.205,2.144,1.98,0,0,0,0,0,0,0,0,0,99999
133800,OWID_WRL,全球,全球,2020/3/24,428574,41086,32647.857,19195,2310,1600.714,54.422,2.437,1.93,0,0,0,0,0,0,0,0,0,99999
133801,OWID_WRL,全球,全球,2020/3/25,479663,51089,37153.857,22019,2824,1873.143,60.91,2.796,1.89,0,0,0,0,0,0,0,0,0,99999
133802,OWID_WRL,全球,全球,2020/3/26,542525,62862,42263,25059,3040,2148,68.892,3.182,1.84,0,0,0,0,0,0,0,0,0,99999
133803,OWID_WRL,全球,全球,2020/3/27,607435,64910,47124.286,28544,3485,2432.143,77.135,3.625,1.77,0,0,0,0,0,0,0,0,0,99999
133804,OWID_WRL,全球,全球,2020/3/28,677100,69665,52488.571,32380,3836,2734,85.981,4.112,1.71,0,0,0,0,0,0,0,0,0,99999
133805,OWID_WRL,全球,全球,2020/3/29,734000,56900,55597,35857,3477,2990,93.207,4.553,1.63,0,0,0,0,0,0,0,0,0,99999
133806,OWID_WRL,全球,全球,2020/3/30,799279,65279,58827.286,39938,4081,3293.286,101.496,5.072,1.58,0,0,0,0,0,0,0,0,0,99999
133807,OWID_WRL,全球,全球,2020/3/31,876098,76819,63932,44670,4732,3639.286,111.251,5.672,1.54,0,0,0,0,0,0,0,0,0,99999
133808,OWID_WRL,全球,全球,2020/4/1,959013,82915,68478.571,50684,6014,4095,121.78,6.436,1.48,0,0,0,0,0,0,0,0,0,99999
133809,OWID_WRL,全球,全球,2020/4/2,1041924,82911,71342.714,56576,5892,4502.429,132.308,7.184,1.41,0,0,0,0,0,0,0,0,0,99999
133810,OWID_WRL,全球,全球,2020/4/3,1126239,84315,74114.857,62754,6178,4887.143,143.015,7.969,1.34,0,0,0,0,0,0,0,0,0,99999
133811,OWID_WRL,全球,全球,2020/4/4,1185172,58933,72581.714,68734,5980,5193.429,150.499,8.728,1.29,0,0,0,0,0,0,0,0,0,99999
133812,OWID_WRL,全球,全球,2020/4/5,1256278,70257,74489.857,73977,5243,5445.714,159.528,9.394,1.26,0,0,0,0,0,0,0,0,0,99999
133813,OWID_WRL,全球,全球,2020/4/6,1330152,73874,75717.714,79912,5935,5710.571,168.909,10.148,1.24,0,0,0,0,0,0,0,0,0,99999
133814,OWID_WRL,全球,全球,2020/4/7,1399553,69401,74658,88223,8311,6221.857,177.722,11.203,1.22,0,0,0,0,0,0,0,0,0,99999
133815,OWID_WRL,全球,全球,2020/4/8,1482877,83324,74716.429,95052,6829,6338.286,188.303,12.07,1.21,0,0,0,0,0,0,0,0,0,99999
133816,OWID_WRL,全球,全球,2020/4/9,1570233,87356,75351.429,102920,7868,6620.571,199.396,13.069,1.19,0,0,0,0,0,0,0,0,0,99999
133817,OWID_WRL,全球,全球,2020/4/10,1655623,85390,75505,110337,7417,6797.571,210.239,14.011,1.17,0,0,0,0,0,0,0,0,0,99999
133818,OWID_WRL,全球,全球,2020/4/11,1730100,74477,77725.571,116623,6286,6841.286,219.696,14.809,1.17,0,0,0,0,0,0,0,0,0,99999
133819,OWID_WRL,全球,全球,2020/4/12,1849635,119535,84765.286,122563,5940,6940.857,234.875,15.564,1.17,0,0,0,0,0,0,0,0,0,99999
133820,OWID_WRL,全球,全球,2020/4/13,1920621,70986,84352.714,128582,6019,6952.857,243.889,16.328,1.14,0,0,0,0,0,0,0,0,0,99999
133821,OWID_WRL,全球,全球,2020/4/14,2004469,83848,86416.571,135687,7105,6780.571,254.537,17.23,1.11,0,0,0,0,0,0,0,0,0,99999
133822,OWID_WRL,全球,全球,2020/4/15,2082629,78160,85678.857,144231,8544,7025.571,264.462,18.315,1.08,0,0,0,0,0,0,0,0,0,99999
133823,OWID_WRL,全球,全球,2020/4/16,2178015,95386,86826,151650,7419,6961.429,276.575,19.257,1.06,0,0,0,0,0,0,0,0,0,99999
133824,OWID_WRL,全球,全球,2020/4/17,2266210,88195,87226.714,160151,8501,7116.286,287.774,20.337,1.04,0,0,0,0,0,0,0,0,0,99999
133825,OWID_WRL,全球,全球,2020/4/18,2343459,77249,87622.714,166353,6202,7104.286,297.583,21.124,1.03,0,0,0,0,0,0,0,0,0,99999
133826,OWID_WRL,全球,全球,2020/4/19,2420285,76826,81521.429,171704,5351,7020.143,307.339,21.804,1.02,0,0,0,0,0,0,0,0,0,99999
133827,OWID_WRL,全球,全球,2020/4/20,2495724,75439,82157.571,177752,6048,7024.286,316.919,22.572,1.01,0,0,0,0,0,0,0,0,0,99999
133828,OWID_WRL,全球,全球,2020/4/21,2571680,75956,81030.143,185154,7402,7066.714,326.564,23.512,1.01,0,0,0,0,0,0,0,0,0,99999
133829,OWID_WRL,全球,全球,2020/4/22,2653519,81839,81555.714,192181,7027,6850,336.956,24.404,1,0,0,0,0,0,0,0,0,0,99999
133830,OWID_WRL,全球,全球,2020/4/23,2737033,83514,79859.714,199179,6998,6789.857,347.561,25.293,0.99,0,0,0,0,0,0,0,0,0,99999
133831,OWID_WRL,全球,全球,2020/4/24,2820960,83927,79250,206093,6914,6563.143,358.219,26.171,0.99,0,0,0,0,0,0,0,0,0,99999
133832,OWID_WRL,全球,全球,2020/4/25,2903927,82967,80066.857,211977,5884,6517.714,368.754,26.918,0.99,0,0,0,0,0,0,0,0,0,99999
133833,OWID_WRL,全球,全球,2020/4/26,2975368,71441,79297.571,216230,4253,6360.857,377.826,27.458,0.99,0,0,0,0,0,0,0,0,0,99999
133834,OWID_WRL,全球,全球,2020/4/27,3045572,70204,78549.714,221160,4930,6201.143,386.741,28.084,0.99,0,0,0,0,0,0,0,0,0,99999
133835,OWID_WRL,全球,全球,2020/4/28,3121378,75806,78528.286,227995,6835,6120.143,396.367,28.952,1,0,0,0,0,0,0,0,0,0,99999
133836,OWID_WRL,全球,全球,2020/4/29,3198366,76988,77835.286,234942,6947,6108.714,406.143,29.834,1,0,0,0,0,0,0,0,0,0,99999
133837,OWID_WRL,全球,全球,2020/4/30,3281736,83370,77814.714,240996,6054,5973.857,416.73,30.603,1,0,0,0,0,0,0,0,0,0,99999
133838,OWID_WRL,全球,全球,2020/5/1,3370333,88597,78481.857,246467,5471,5767.714,427.981,31.298,1.01,0,0,0,0,0,0,0,0,0,99999
133839,OWID_WRL,全球,全球,2020/5/2,3449993,79660,78009.429,252311,5844,5762,438.096,32.04,1.01,0,0,0,0,0,0,0,0,0,99999
133840,OWID_WRL,全球,全球,2020/5/3,3524895,74902,78503.857,256158,3847,5704,447.608,32.528,1.02,0,0,0,0,0,0,0,0,0,99999
133841,OWID_WRL,全球,全球,2020/5/4,3602083,77188,79501.571,260710,4552,5650,457.409,33.106,1.03,0,0,0,0,0,0,0,0,0,99999
133842,OWID_WRL,全球,全球,2020/5/5,3682186,80103,80115.429,266837,6127,5548.857,467.581,33.884,1.03,0,0,0,0,0,0,0,0,0,99999
133843,OWID_WRL,全球,全球,2020/5/6,3772588,90402,82031.714,273722,6885,5540,479.061,34.759,1.04,0,0,0,0,0,0,0,0,0,99999
133844,OWID_WRL,全球,全球,2020/5/7,3861478,88890,82820.286,279419,5697,5489,490.349,35.482,1.03,0,0,0,0,0,0,0,0,0,99999
133845,OWID_WRL,全球,全球,2020/5/8,3952059,90581,83103.714,285347,5928,5554.286,501.851,36.235,1.03,0,0,0,0,0,0,0,0,0,99999
133846,OWID_WRL,全球,全球,2020/5/9,4036214,84155,83745.857,289933,4586,5374.571,512.537,36.817,1.03,0,0,0,0,0,0,0,0,0,99999
133847,OWID_WRL,全球,全球,2020/5/10,4111910,75696,83859.286,293974,4041,5402.286,522.15,37.33,1.03,0,0,0,0,0,0,0,0,0,99999
133848,OWID_WRL,全球,全球,2020/5/11,4188263,76353,83740,297890,3916,5311.429,531.845,37.827,1.04,0,0,0,0,0,0,0,0,0,99999
133849,OWID_WRL,全球,全球,2020/5/12,4272702,84439,84359.429,303770,5880,5276.143,542.568,38.574,1.04,0,0,0,0,0,0,0,0,0,99999
133850,OWID_WRL,全球,全球,2020/5/13,4357656,84954,83581.143,309256,5486,5076.286,553.356,39.271,1.05,0,0,0,0,0,0,0,0,0,99999
133851,OWID_WRL,全球,全球,2020/5/14,4453534,95878,84579.429,314838,5582,5059.857,565.531,39.98,1.05,0,0,0,0,0,0,0,0,0,99999
133852,OWID_WRL,全球,全球,2020/5/15,4549685,96151,85375.143,320474,5636,5018.143,577.74,40.695,1.06,0,0,0,0,0,0,0,0,0,99999
133853,OWID_WRL,全球,全球,2020/5/16,4643963,94278,86821.286,325024,4550,5013,589.712,41.273,1.07,0,0,0,0,0,0,0,0,0,99999
133854,OWID_WRL,全球,全球,2020/5/17,4722390,78427,87211.429,328598,3574,4946.286,599.671,41.727,1.07,0,0,0,0,0,0,0,0,0,99999
133855,OWID_WRL,全球,全球,2020/5/18,4811104,88714,88977.286,332747,4149,4979.571,610.936,42.254,1.08,0,0,0,0,0,0,0,0,0,99999
133856,OWID_WRL,全球,全球,2020/5/19,4907900,96796,90742.571,337874,5127,4872,623.228,42.905,1.09,0,0,0,0,0,0,0,0,0,99999
133857,OWID_WRL,全球,全球,2020/5/20,5010021,102121,93195,343067,5193,4830.143,636.196,43.564,1.09,0,0,0,0,0,0,0,0,0,99999
133858,OWID_WRL,全球,全球,2020/5/21,5116700,106679,94738,348152,5085,4759.143,649.743,44.21,1.09,0,0,0,0,0,0,0,0,0,99999
133859,OWID_WRL,全球,全球,2020/5/22,5223038,106338,96193.286,353809,5657,4762.143,663.246,44.928,1.08,0,0,0,0,0,0,0,0,0,99999
133860,OWID_WRL,全球,全球,2020/5/23,5327487,104449,97646.286,358105,4296,4725.857,676.509,45.474,1.08,0,0,0,0,0,0,0,0,0,99999
133861,OWID_WRL,全球,全球,2020/5/24,5422309,94822,99988.429,361589,3484,4713,688.55,45.916,1.08,0,0,0,0,0,0,0,0,0,99999
133862,OWID_WRL,全球,全球,2020/5/25,5508897,86588,99684.714,363203,1614,4350.857,699.546,46.121,1.08,0,0,0,0,0,0,0,0,0,99999
133863,OWID_WRL,全球,全球,2020/5/26,5601704,92807,99114.857,367844,4641,4281.429,711.331,46.711,1.08,0,0,0,0,0,0,0,0,0,99999
133864,OWID_WRL,全球,全球,2020/5/27,5705239,103535,99316.857,373262,5418,4313.571,724.478,47.399,1.09,0,0,0,0,0,0,0,0,0,99999
133865,OWID_WRL,全球,全球,2020/5/28,5823756,118517,101008,378273,5011,4303,739.528,48.035,1.11,0,0,0,0,0,0,0,0,0,99999
133866,OWID_WRL,全球,全球,2020/5/29,5944871,121115,103119,383420,5147,4230.143,754.908,48.688,1.12,0,0,0,0,0,0,0,0,0,99999
133867,OWID_WRL,全球,全球,2020/5/30,6081732,136861,107749.286,387798,4378,4241.857,772.287,49.244,1.12,0,0,0,0,0,0,0,0,0,99999
133868,OWID_WRL,全球,全球,2020/5/31,6188463,106731,109450.571,390953,3155,4194.857,785.84,49.645,1.12,0,0,0,0,0,0,0,0,0,99999
133869,OWID_WRL,全球,全球,2020/6/1,6284168,95705,110753,394468,3515,4466.429,797.993,50.091,1.11,0,0,0,0,0,0,0,0,0,99999
133870,OWID_WRL,全球,全球,2020/6/2,6405876,121708,114881.714,399670,5202,4546.571,813.448,50.752,1.1,0,0,0,0,0,0,0,0,0,99999
133871,OWID_WRL,全球,全球,2020/6/3,6520059,114183,116402.857,405514,5844,4607.429,827.948,51.494,1.09,0,0,0,0,0,0,0,0,0,99999
133872,OWID_WRL,全球,全球,2020/6/4,6650901,130842,118163.571,410948,5434,4667.857,844.563,52.184,1.09,0,0,0,0,0,0,0,0,0,99999
133873,OWID_WRL,全球,全球,2020/6/5,6781971,131070,119585.714,416001,5053,4654.429,861.206,52.826,1.09,0,0,0,0,0,0,0,0,0,99999
133874,OWID_WRL,全球,全球,2020/6/6,6915859,133888,119161,420215,4214,4631,878.208,53.361,1.09,0,0,0,0,0,0,0,0,0,99999
133875,OWID_WRL,全球,全球,2020/6/7,7028665,112806,120028.857,423398,3183,4635,892.533,53.765,1.09,0,0,0,0,0,0,0,0,0,99999
133876,OWID_WRL,全球,全球,2020/6/8,7129887,101222,120817,427565,4167,4728.143,905.386,54.294,1.08,0,0,0,0,0,0,0,0,0,99999
133877,OWID_WRL,全球,全球,2020/6/9,7254439,124552,121223.286,432765,5200,4727.857,921.203,54.955,1.08,0,0,0,0,0,0,0,0,0,99999
133878,OWID_WRL,全球,全球,2020/6/10,7389759,135320,124242.857,438246,5481,4676,938.386,55.651,1.08,0,0,0,0,0,0,0,0,0,99999
133879,OWID_WRL,全球,全球,2020/6/11,7527045,137286,125163.429,443301,5055,4621.857,955.819,56.292,1.08,0,0,0,0,0,0,0,0,0,99999
133880,OWID_WRL,全球,全球,2020/6/12,7656259,129214,124898.286,448108,4807,4586.714,972.228,56.903,1.08,0,0,0,0,0,0,0,0,0,99999
133881,OWID_WRL,全球,全球,2020/6/13,7791267,135008,125058.286,452550,4442,4619.286,989.372,57.467,1.09,0,0,0,0,0,0,0,0,0,99999
133882,OWID_WRL,全球,全球,2020/6/14,7924003,132736,127905.429,456196,3646,4685.429,1006.227,57.93,1.1,0,0,0,0,0,0,0,0,0,99999
133883,OWID_WRL,全球,全球,2020/6/15,8042351,118348,130352,460034,3838,4638.429,1021.255,58.417,1.1,0,0,0,0,0,0,0,0,0,99999
133884,OWID_WRL,全球,全球,2020/6/16,8183996,141645,132793.857,467130,7096,4909.286,1039.242,59.318,1.11,0,0,0,0,0,0,0,0,0,99999
133885,OWID_WRL,全球,全球,2020/6/17,8328753,144757,134142,472704,5574,4922.571,1057.624,60.026,1.11,0,0,0,0,0,0,0,0,0,99999
133886,OWID_WRL,全球,全球,2020/6/18,8469434,140681,134627,478025,5321,4960.571,1075.488,60.702,1.11,0,0,0,0,0,0,0,0,0,99999
133887,OWID_WRL,全球,全球,2020/6/19,8649622,180188,141909,484407,6382,5185.571,1098.369,61.512,1.12,0,0,0,0,0,0,0,0,0,99999
133888,OWID_WRL,全球,全球,2020/6/20,8807275,157653,145144,488915,4508,5195,1118.389,62.085,1.12,0,0,0,0,0,0,0,0,0,99999
133889,OWID_WRL,全球,全球,2020/6/21,8936131,128856,144589.714,493534,4619,5334,1134.752,62.671,1.12,0,0,0,0,0,0,0,0,0,99999
133890,OWID_WRL,全球,全球,2020/6/22,9074332,138201,147425.857,497252,3718,5316.857,1152.301,63.143,1.13,0,0,0,0,0,0,0,0,0,99999
133891,OWID_WRL,全球,全球,2020/6/23,9241365,167033,151052.714,502810,5558,5097.143,1173.512,63.849,1.13,0,0,0,0,0,0,0,0,0,99999
133892,OWID_WRL,全球,全球,2020/6/24,9414275,172910,155074.571,508369,5559,5095,1195.469,64.555,1.14,0,0,0,0,0,0,0,0,0,99999
133893,OWID_WRL,全球,全球,2020/6/25,9592713,178438,160468.429,513422,5053,5056.714,1218.128,65.197,1.14,0,0,0,0,0,0,0,0,0,99999
133894,OWID_WRL,全球,全球,2020/6/26,9784445,191732,162117.571,518498,5076,4870.143,1242.475,65.841,1.13,0,0,0,0,0,0,0,0,0,99999
133895,OWID_WRL,全球,全球,2020/6/27,9963202,178757,165132.429,523270,4772,4907.857,1265.174,66.447,1.13,0,0,0,0,0,0,0,0,0,99999
133896,OWID_WRL,全球,全球,2020/6/28,10128228,165026,170299.571,526801,3531,4752.429,1286.13,66.896,1.13,0,0,0,0,0,0,0,0,0,99999
133897,OWID_WRL,全球,全球,2020/6/29,10281759,153531,172489.571,530799,3998,4792.429,1305.626,67.403,1.13,0,0,0,0,0,0,0,0,0,99999
133898,OWID_WRL,全球,全球,2020/6/30,10458098,176339,173819,536001,5202,4741.571,1328.018,68.064,1.13,0,0,0,0,0,0,0,0,0,99999
133899,OWID_WRL,全球,全球,2020/7/1,10675383,217285,180158.286,541325,5324,4708,1355.61,68.74,1.13,0,0,0,0,0,0,0,0,0,99999
133900,OWID_WRL,全球,全球,2020/7/2,10885106,209723,184627.571,546794,5469,4767.429,1382.242,69.434,1.13,0,0,0,0,0,0,0,0,0,99999
133901,OWID_WRL,全球,全球,2020/7/3,11087872,202766,186203.857,552109,5315,4801.571,1407.99,70.109,1.12,0,0,0,0,0,0,0,0,0,99999
133902,OWID_WRL,全球,全球,2020/7/4,11284861,196989,188808.429,556907,4798,4805.286,1433.004,70.719,1.11,0,0,0,0,0,0,0,0,0,99999
133903,OWID_WRL,全球,全球,2020/7/5,11468555,183694,191475.286,560749,3842,4849.714,1456.331,71.207,1.11,0,0,0,0,0,0,0,0,0,99999
133904,OWID_WRL,全球,全球,2020/7/6,11632139,163584,192911.429,564898,4149,4871.286,1477.103,71.733,1.11,0,0,0,0,0,0,0,0,0,99999
133905,OWID_WRL,全球,全球,2020/7/7,11841865,209726,197681,571230,6332,5032.714,1503.735,72.537,1.11,0,0,0,0,0,0,0,0,0,99999
133906,OWID_WRL,全球,全球,2020/7/8,12055664,213799,197183,576913,5683,5084,1530.885,73.259,1.1,0,0,0,0,0,0,0,0,0,99999
133907,OWID_WRL,全球,全球,2020/7/9,12280583,224919,199353.857,582712,5799,5131.143,1559.446,73.995,1.1,0,0,0,0,0,0,0,0,0,99999
133908,OWID_WRL,全球,全球,2020/7/10,12513271,232688,203628.429,588378,5666,5181.286,1588.994,74.715,1.1,0,0,0,0,0,0,0,0,0,99999
133909,OWID_WRL,全球,全球,2020/7/11,12731054,217783,206599,593620,5242,5244.714,1616.649,75.381,1.1,0,0,0,0,0,0,0,0,0,99999
133910,OWID_WRL,全球,全球,2020/7/12,12925566,194512,208144.429,597922,4302,5310.429,1641.349,75.927,1.1,0,0,0,0,0,0,0,0,0,99999
133911,OWID_WRL,全球,全球,2020/7/13,13115541,189975,211914.571,602203,4281,5329.286,1665.473,76.471,1.1,0,0,0,0,0,0,0,0,0,99999
133912,OWID_WRL,全球,全球,2020/7/14,13336334,220793,213495.571,608196,5993,5280.857,1693.51,77.232,1.09,0,0,0,0,0,0,0,0,0,99999
133913,OWID_WRL,全球,全球,2020/7/15,13567294,230960,215947.143,614055,5859,5306,1722.838,77.976,1.09,0,0,0,0,0,0,0,0,0,99999
133914,OWID_WRL,全球,全球,2020/7/16,13819150,251856,219795.286,620242,6187,5361.429,1754.82,78.761,1.09,0,0,0,0,0,0,0,0,0,99999
