ID,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,解除隔離數,解封指數
134385,OWID_WRL,全球,全球,2021/10/30,246843695,381982,435461.857,4996541,5960,7258.286,31345.368,634.484,1.03,0,0,2147483647,2147483647,31293463,90,50,0,0,99999
134386,OWID_WRL,全球,全球,2021/10/31,247164535,320840,436142.857,5000974,4433,7242.143,31386.109,635.047,1.03,0,0,2147483647,2147483647,35967559,90,50,0,0,99999
134387,OWID_WRL,全球,全球,2021/11/1,247587572,423037,435004.143,5007254,6280,7189.143,31439.829,635.845,1.03,0,0,2147483647,2147483647,24894328,90,50,0,0,99999
134388,OWID_WRL,全球,全球,2021/11/2,248017061,429489,433105.429,5014527,7273,7096.286,31494.367,636.768,1.03,0,0,2147483647,2147483647,25858538,91,50,0,0,99999
134389,OWID_WRL,全球,全球,2021/11/3,248538243,521182,434348.143,5022844,8317,6976.857,31560.549,637.824,1.04,0,0,2147483647,2147483647,28049614,91,50,0,0,99999
134390,OWID_WRL,全球,全球,2021/11/4,249066022,527779,444162.571,5030500,7656,6849.571,31627.569,638.796,1.05,0,0,2147483647,2147483647,31184694,91,50,0,0,99999
134391,OWID_WRL,全球,全球,2021/11/5,249581338,515316,445660.714,5039060,8560,6925.571,31693.006,639.883,1.05,0,0,2147483647,2147483647,31365540,92,50,0,0,99999
134392,OWID_WRL,全球,全球,2021/11/6,249995727,414389,450290.286,5045569,6509,7004,31745.627,640.71,1.06,0,0,2147483647,2147483647,26761614,92,50,0,0,99999
134393,OWID_WRL,全球,全球,2021/11/7,250342855,347128,454045.714,5049974,4405,7000,31789.707,641.269,1.06,0,0,2147483647,2147483647,27509940,93,50,0,0,99999
134394,OWID_WRL,全球,全球,2021/11/8,250821351,478496,461968.429,5056684,6710,7061.429,31850.469,642.121,1.06,0,0,2147483647,2147483647,30405040,93,50,0,0,99999
134395,OWID_WRL,全球,全球,2021/11/9,251304183,482832,469588.857,5064853,8169,7189.429,31911.781,643.159,1.07,0,0,2147483647,2147483647,32309812,93,51,0,0,99999
134396,OWID_WRL,全球,全球,2021/11/10,251878287,574104,477149.143,5072972,8119,7161.143,31984.684,644.19,1.07,0,0,2147483647,2147483647,38369827,94,51,0,0,99999
134397,OWID_WRL,全球,全球,2021/11/11,252394195,515908,475453.286,5080520,7548,7145.714,32050.196,645.148,1.07,0,0,2147483647,2147483647,33950927,94,51,0,0,99999
134398,OWID_WRL,全球,全球,2021/11/12,252988591,594396,486750.429,5089178,8658,7159.714,32125.675,646.248,1.07,0,0,2147483647,2147483647,42873568,95,51,0,0,99999
134399,OWID_WRL,全球,全球,2021/11/13,253417131,428540,488772,5096019,6841,7207.143,32180.093,647.116,1.07,0,0,2147483647,2147483647,32877267,95,51,0,0,99999
134400,OWID_WRL,全球,全球,2021/11/14,253768445,351314,489370,5100540,4521,7223.714,32224.705,647.69,1.08,0,0,2147483647,2147483647,29132948,96,51,0,0,99999
134401,OWID_WRL,全球,全球,2021/11/15,254308773,540328,498203.143,5107254,6714,7224.286,32293.318,648.543,1.08,0,0,2147483647,2147483647,26111807,96,51,0,0,99999
134402,OWID_WRL,全球,全球,2021/11/16,254835174,526401,504427.286,5114874,7620,7145.857,32360.163,649.511,1.09,0,0,2147483647,2147483647,26601418,96,51,0,0,99999
134403,OWID_WRL,全球,全球,2021/11/17,255460040,624866,511679,5124002,9128,7290,32439.511,650.67,1.09,0,0,2147483647,2147483647,31626025,97,52,0,0,99999
134404,OWID_WRL,全球,全球,2021/11/18,256072650,612610,525493.571,5132202,8200,7383.143,32517.303,651.711,1.09,0,0,2147483647,2147483647,29572966,97,52,0,0,99999
134405,OWID_WRL,全球,全球,2021/11/19,256692023,619373,529061.714,5140519,8317,7334.429,32595.954,652.767,1.09,0,0,2147483647,2147483647,31465379,97,53,0,0,99999
134406,OWID_WRL,全球,全球,2021/11/20,257168692,476669,535937.286,5146467,5948,7206.857,32656.484,653.522,1.09,0,0,2147483647,2147483647,33998262,98,53,0,0,99999
134407,OWID_WRL,全球,全球,2021/11/21,257555773,387081,541046.857,5150868,4401,7189.714,32705.637,654.081,1.09,0,0,2147483647,2147483647,25394891,98,54,0,0,99999
134408,OWID_WRL,全球,全球,2021/11/22,258187502,631729,554104.143,5158099,7231,7263.571,32785.857,655,1.09,0,0,2147483647,2147483647,27710054,99,54,0,0,99999
134409,OWID_WRL,全球,全球,2021/11/23,258794189,588101,562918.429,5166129,8030,7322.143,32862.897,656.019,1.09,0,0,2147483647,2147483647,29765328,99,54,0,0,99999
134410,OWID_WRL,全球,全球,2021/11/24,259465151,670962,569503.571,5174661,8532,7237,32948.099,657.103,1.08,0,0,2147483647,2147483647,33717244,99,54,0,0,99999
134411,OWID_WRL,全球,全球,2021/11/25,260064469,599318,567604.714,5182449,7788,7178.143,33024.203,658.092,1.08,0,0,2147483647,2147483647,25296604,100,54,0,0,99999
134412,OWID_WRL,全球,全球,2021/11/26,260658768,594299,564022.714,5189402,6953,6983.286,33099.67,658.975,0,0,0,2147483647,2147483647,26758406,100,54,0,0,99999
134413,OWID_WRL,全球,全球,2021/11/27,261075046,416278,555395.429,5195138,5736,6953,33152.531,659.703,0,0,0,0,0,0,0,0,0,0,99999
