證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),報酬率％,週轉率％,市值(百萬元),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE,現金股利率,1000張以上  (人數),1000張以上  (千股),1000張以上  (比率),ROE－綜合損益,ROA－綜合損益,常續性EPS,20日均價(元),60日均價(元),CAPM_Beta 三月,CAPM_Beta 一年,外資總投資股數,外資總投資比率%-TSE
3576 聯合再生,2013/1/23,22.4,22.85,22,22.6,"15,853",0.8929,3.4407,"10,412",0,0.88,0,0,37,96195,20.87,-32.99,-19.55,-9.07,21.565,18.08,1.9637,1.5557,"38,072",8.26
3576 聯合再生,2013/1/24,22.7,23.1,22.45,22.6,"10,113",0,2.1949,"10,412",0,0.88,0,0,37,96195,20.87,-32.99,-19.55,-9.07,21.7975,18.2217,1.9431,1.553,"37,519",8.14
3576 聯合再生,2013/1/25,22.45,22.6,21.4,21.5,"13,584",-4.8673,2.9483,"9,906",0,0.84,0,0,37,96195,20.87,-32.99,-19.55,-9.07,21.9625,18.3358,1.9367,1.5594,"37,743",8.19
3576 聯合再生,2013/1/28,21.5,21.7,21.2,21.5,"7,681",0,1.6671,"9,906",0,0.84,0,0,37,96195,20.87,-32.99,-19.55,-9.07,22.1125,18.4442,1.7337,1.5576,"37,726",8.18
3576 聯合再生,2013/1/29,21.5,22.45,21.3,22.3,"12,674",3.7209,2.7508,"10,274",0,0.87,0,0,37,96195,20.87,-32.99,-19.55,-9.07,22.275,18.57,1.6512,1.5666,"37,721",8.18
3576 聯合再生,2013/1/30,22.4,22.6,22.15,22.15,"8,116",-0.6726,1.7615,"10,205",0,0.86,0,0,37,96195,20.87,-32.99,-19.55,-9.07,22.4475,18.6867,1.6862,1.5322,"36,871",8
3576 聯合再生,2013/1/31,22.2,22.55,22.05,22.5,"9,010",1.5801,1.9555,"10,366",0,0.87,0,0,37,96195,20.87,-32.99,-19.55,-9.07,22.5925,18.7975,1.6898,1.5039,"37,407",8.11
3576 聯合再生,2013/2/1,22.7,22.75,22.05,22.1,"6,459",-1.7778,1.4019,"10,182",0,0.86,0,0,37,"125,178",27.16,-32.99,-19.55,-9.07,22.675,18.8992,1.6902,1.4929,"37,246",8.08
3576 聯合再生,2013/2/4,22.55,22.75,22.2,22.2,"5,326",0.4525,1.156,"10,228",0,0.86,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.6925,18.9942,1.6542,1.4847,"37,198",8.07
3576 聯合再生,2013/2/5,22.2,22.85,22.15,22.7,"11,246",2.2523,2.4408,"10,458",0,0.88,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.7025,19.1017,1.5932,1.4783,"37,966",8.24
3576 聯合再生,2013/2/6,22.95,23.15,22.1,22.1,"9,311",-2.6432,2.0209,"10,182",0,0.86,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.68,19.2175,1.566,1.4851,"37,154",8.06
3576 聯合再生,2013/2/18,23.05,23.1,22.6,22.6,"8,601",2.2624,1.8668,"10,412",0,0.88,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.675,19.3433,1.2879,1.4831,"36,106",7.83
3576 聯合再生,2013/2/19,22.8,23.4,22.4,23.3,"9,588",3.0973,2.0813,"10,733",0,0.91,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.665,19.4708,1.2555,1.4857,"36,536",7.92
3576 聯合再生,2013/2/20,23.3,23.45,22.8,23.1,"11,425",-0.8584,2.48,"10,641",0,0.9,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.5825,19.5975,1.1991,1.4697,"37,190",8.07
3576 聯合再生,2013/2/21,23.3,23.8,23.05,23.1,"11,219",0,2.4353,"10,641",0,0.9,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.5125,19.7367,1.1745,1.4637,"37,194",8.07
3576 聯合再生,2013/2/22,23.1,23.1,21.9,22.45,"13,951",-2.8139,3.0284,"10,342",0,0.87,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.48,19.8483,1.2062,1.4613,"37,301",8.09
3576 聯合再生,2013/2/23,22.1,22.35,21.65,21.65,"7,271",-3.5635,1.5783,"9,973",0,0.84,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.4575,19.9483,1.4151,1.4441,"37,301",8.09
3576 聯合再生,2013/2/25,21.65,22,21.55,21.65,"5,749",0,1.2479,"9,973",0,0.84,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.375,20.0483,1.4063,1.4504,"37,759",8.19
3576 聯合再生,2013/2/26,21.85,22.65,21.7,22,"16,381",1.6166,3.5559,"10,134",0,0.86,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.325,20.1492,1.3141,1.4389,"38,328",8.31
3576 聯合再生,2013/2/27,22.25,22.25,21.65,21.65,"5,091",-1.5909,1.1051,"9,974",0,0.84,0,0,37,125178,27.16,-32.99,-19.55,-9.07,22.2875,20.2392,1.3003,1.4372,"38,421",8.33
3576 聯合再生,2013/3/1,21.65,22.1,21.65,22,"4,897",1.6166,1.0629,"10,135",0,0.86,0,0,37,"122,464",26.57,-32.99,-19.55,-9.07,22.2575,20.3317,1.3776,1.4478,"38,454",8.34
3576 聯合再生,2013/3/4,22.2,22.4,21.9,21.9,"6,236",-0.4545,1.3536,"10,089",0,0.85,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.2225,20.42,1.3377,1.436,"38,617",8.38
3576 聯合再生,2013/3/5,21.9,22.1,21.7,21.85,"5,327",-0.2283,1.1563,"10,066",0,0.85,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.24,20.5092,1.3199,1.435,"38,080",8.26
3576 聯合再生,2013/3/6,22.5,23.35,22.3,23.35,"25,494",6.865,5.5337,"10,757",0,0.91,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.3325,20.6183,1.3012,1.4205,"36,402",7.9
3576 聯合再生,2013/3/7,23.7,24.25,23.5,23.65,"33,788",1.2848,7.334,"10,895",0,0.92,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.4,20.7292,1.3245,1.4225,"37,599",8.16
3576 聯合再生,2013/3/8,24.2,24.6,23.8,24.1,"19,851",1.9027,4.3089,"11,102",0,0.94,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.4975,20.8375,1.3341,1.4341,"36,617",7.94
3576 聯合再生,2013/3/11,24.2,24.95,23.7,24.6,"25,388",2.0747,5.5107,"11,333",0,0.96,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.6025,20.955,1.3431,1.4352,"36,500",7.92
3576 聯合再生,2013/3/12,24.8,25.2,23.8,23.9,"18,575",-2.8455,4.0319,"11,010",0,0.93,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.6925,21.0708,1.4159,1.4305,"36,828",7.99
3576 聯合再生,2013/3/13,23.9,24.1,22.85,23.7,"15,286",-0.8368,3.318,"10,918",0,0.92,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.7675,21.19,1.2527,1.4573,"36,018",7.81
3576 聯合再生,2013/3/14,23.5,23.55,22.9,23.05,"6,507",-2.7426,1.4124,"10,619",0,0.9,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.785,21.2983,1.2862,1.4337,"35,553",7.71
3576 聯合再生,2013/3/15,23.45,23.65,23.1,23.1,"9,385",0.2169,2.0371,"10,642",0,0.9,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.835,21.4042,1.2833,1.4327,"35,410",7.68
3576 聯合再生,2013/3/18,23.2,23.25,22,22.45,"13,656",-2.8139,2.9642,"10,342",0,0.87,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.8275,21.4942,1.2214,1.4473,"39,343",8.54
3576 聯合再生,2013/3/19,22.7,23.1,22.5,23.1,"12,546",2.8953,2.7232,"10,642",0,0.9,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.8175,21.5758,1.2614,1.4496,"40,620",8.81
3576 聯合再生,2013/3/20,23,23.6,22.8,23.5,"13,258",1.7316,2.8778,"10,826",0,0.91,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.8375,21.6683,1.3489,1.4497,"41,199",8.94
3576 聯合再生,2013/3/21,23.95,24.2,23.45,23.5,"12,769",0,2.7716,"10,826",0,0.91,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.8575,21.775,1.3833,1.4508,"38,993",8.46
3576 聯合再生,2013/3/22,23.55,23.85,23.45,23.5,"6,277",0,1.3625,"10,826",0,0.91,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.91,21.8817,1.3753,1.4596,"35,890",7.79
3576 聯合再生,2013/3/25,23.8,23.8,23,23.2,"5,449",-1.2766,1.1828,"10,688",0,0.9,0,0,37,122464,26.57,-32.99,-19.55,-9.07,22.9875,21.9833,1.2233,1.4509,"33,229",7.21
3576 聯合再生,2013/3/26,23.5,23.5,22.25,22.45,"5,624",-3.2328,1.2207,"10,342",0,0.87,0,0,37,122464,26.57,-32.99,-19.55,-9.07,23.0275,22.0667,1.2355,1.4664,"33,158",7.19
3576 聯合再生,2013/3/27,22.45,23,22.2,22.55,"3,804",0.4454,0.8257,"10,388",0,0.88,0,0,37,122464,26.57,-32.99,-19.55,-9.07,23.055,22.1517,1.2201,1.4728,"33,245",7.21
3576 聯合再生,2013/3/28,22.65,22.65,22,22.3,"3,594",-1.1086,0.7801,"10,273",0,0.87,0,0,37,122464,26.57,-32.99,-19.55,-9.07,23.0875,22.2267,1.1863,1.4744,"33,396",7.24
3576 聯合再生,2013/3/29,22.3,22.95,22.3,22.55,"13,276",1.1211,2.8816,"10,389",0,0.88,0,0,37,122464,26.57,-4.55,-2.36,-6.4,23.115,22.3125,1.188,1.4367,"33,684",7.31
3576 聯合再生,2013/4/1,22.55,22.55,21.8,22.35,"6,832",-0.8869,1.4829,"10,297",0,0.87,0,0,39,"128,407",27.87,-4.55,-2.36,-6.4,23.1375,22.3858,1.1992,1.4537,"33,603",7.29
3576 聯合再生,2013/4/2,22.35,22.7,22.2,22.35,"9,004",0,1.9543,"10,297",0,0.94,0,0,39,128407,27.87,-4.55,-2.36,-6.4,23.1625,22.455,1.3497,1.4688,"36,980",8.02
3576 聯合再生,2013/4/3,22.6,22.8,22.2,22.3,"7,659",-0.2237,1.6624,"10,274",0,0.94,0,0,39,128407,27.87,-4.55,-2.36,-6.4,23.11,22.5183,1.2163,1.4579,"38,522",8.36
3576 聯合再生,2013/4/8,21.8,21.8,20.75,20.8,"10,013",-6.7265,2.1733,"9,583",0,0.88,0,0,39,128407,27.87,-4.55,-2.36,-6.4,22.9675,22.5475,1.8948,1.4769,"37,583",8.15
3576 聯合再生,2013/4/9,20.8,20.9,19.7,19.8,"11,045",-4.8077,2.3973,"9,122",0,0.84,0,0,39,128407,27.87,-4.55,-2.36,-6.4,22.7525,22.5658,1.9437,1.4997,"37,428",8.12
3576 聯合再生,2013/4/10,20.05,20.6,20,20.2,"13,981",2.0202,3.0346,"9,306",0,0.85,0,0,39,128407,27.87,-4.55,-2.36,-6.4,22.5325,22.5758,2.0001,1.4983,"37,950",8.23
3576 聯合再生,2013/4/11,20.5,20.5,20.1,20.15,"9,207",-0.2475,1.9984,"9,283",0,0.85,0,0,39,128407,27.87,-4.55,-2.36,-6.4,22.345,22.5708,1.8519,1.478,"38,948",8.45
3576 聯合再生,2013/4/12,20.15,20.35,19.8,19.8,"8,341",-1.737,1.8104,"9,122",0,0.84,0,0,39,128407,27.87,-4.55,-2.36,-6.4,22.15,22.5367,1.8623,1.4798,"39,467",8.56
3576 聯合再生,2013/4/15,19.7,20,19.3,19.3,"6,361",-2.5253,1.3807,"8,891",0,0.82,0,0,39,128407,27.87,-4.55,-2.36,-6.4,21.9625,22.4833,1.8921,1.4812,"39,411",8.55
3576 聯合再生,2013/4/16,18.9,19,18.35,18.95,"7,041",-1.8135,1.5283,"8,730",0,0.8,0,0,39,128407,27.87,-4.55,-2.36,-6.4,21.755,22.4233,1.735,1.459,"39,607",8.59
3576 聯合再生,2013/4/17,18.95,19.75,18.95,19.35,"12,732",2.1108,2.7635,"8,914",0,0.82,0,0,39,128407,27.87,-4.55,-2.36,-6.4,21.6,22.3675,1.6494,1.473,"39,049",8.47
3576 聯合再生,2013/4/18,19.35,19.55,19.2,19.25,"5,150",-0.5168,1.1178,"8,868",0,0.81,0,0,39,128407,27.87,-4.55,-2.36,-6.4,21.4075,22.2967,1.4443,1.4734,"39,809",8.64
3576 聯合再生,2013/4/19,19.45,20.4,19.45,19.9,"15,148",3.3766,3.2879,"9,168",0,0.84,0,0,39,128407,27.87,-4.55,-2.36,-6.4,21.2275,22.2158,1.5179,1.4817,"40,495",8.79
3576 聯合再生,2013/4/22,19.95,19.95,19.5,19.5,"4,608",-2.0101,1.0004,"8,982",0,0.82,0,0,39,128407,27.87,-4.55,-2.36,-6.4,21.0275,22.1325,1.5156,1.4628,"39,850",8.65
3576 聯合再生,2013/4/23,19.55,19.9,19.5,19.5,"5,853",0,1.2707,"8,982",0,0.82,0,0,39,128407,27.87,-4.55,-2.36,-6.4,20.8275,22.0725,1.5167,1.4496,"39,295",8.52
3576 聯合再生,2013/4/24,19.9,20.15,19.85,20,"7,545",2.5641,1.638,"9,212",0,0.84,0,0,39,128407,27.87,-4.55,-2.36,-6.4,20.6675,22.0375,1.5945,1.4548,"39,323",8.53
3576 聯合再生,2013/4/25,20.1,20.7,20,20.3,"14,156",1.5,3.0732,"9,350",0,0.86,0,0,39,128407,27.87,-4.55,-2.36,-6.4,20.56,21.9875,1.5294,1.4488,"39,344",8.54
3576 聯合再生,2013/4/26,20.3,20.7,20,20,"10,704",-1.4778,2.3238,"9,212",0,0.84,0,0,39,128407,27.87,-4.55,-2.36,-6.4,20.4325,21.9375,1.5331,1.4422,"39,877",8.65
3576 聯合再生,2013/4/29,20.45,21.05,20.3,20.7,"20,555",3.5,4.4625,"9,534",0,0.87,0,0,39,128407,27.87,-4.55,-2.36,-6.4,20.3525,21.9092,1.4585,1.4254,"39,946",8.67
3576 聯合再生,2013/4/30,21.2,21.2,20.4,20.4,"8,337",-1.4493,1.8099,"9,396",0,0.86,0,0,39,128407,27.87,-4.55,-2.36,-6.4,20.245,21.8725,1.4046,1.4189,"40,266",8.74
3576 聯合再生,2013/5/2,20.4,20.4,19.95,20.1,"4,573",-1.4706,0.9928,"9,258",0,0.85,0,0,37,"107,587",23.35,-4.55,-2.36,-6.4,20.1325,21.8308,1.371,1.3934,"40,268",8.74
3576 聯合再生,2013/5/3,20.6,20.75,20.15,20.25,"5,347",0.7463,1.1608,"9,327",0,0.86,0,0,37,107587,23.35,-4.55,-2.36,-6.4,20.0275,21.81,1.3715,1.391,"41,608",9.03
3576 聯合再生,2013/5/6,20.75,20.75,20.2,20.3,"4,624",0.2469,1.0039,"9,350",0,0.86,0,0,37,107587,23.35,-4.55,-2.36,-6.4,19.9275,21.79,1.4683,1.3744,"41,601",9.03
3576 聯合再生,2013/5/7,20.6,21.2,20.6,21.05,"17,522",3.6946,3.804,"9,696",0,0.89,0,0,37,107587,23.35,-4.55,-2.36,-6.4,19.94,21.7692,1.4472,1.4081,"43,445",9.43
3576 聯合再生,2013/5/8,21.45,21.7,21.3,21.3,"21,193",1.1876,4.601,"9,811",0,0.9,0,0,37,107587,23.35,-4.55,-2.36,-6.4,20.015,21.755,1.425,1.4046,"45,481",9.87
3576 聯合再生,2013/5/9,22,22.75,22,22.75,"11,017",6.8075,2.3918,"10,479",0,0.96,0,0,37,107587,23.35,-4.55,-2.36,-6.4,20.1425,21.7592,1.4599,1.4283,"46,842",10.16
3576 聯合再生,2013/5/10,24,24,23.2,23.65,"43,358",3.956,9.4129,"10,893",0,1,0,0,37,107587,23.35,-4.55,-2.36,-6.4,20.3175,21.785,1.437,1.4258,"47,825",10.38
3576 聯合再生,2013/5/13,24,24.7,23.65,24.3,"37,139",2.7484,8.0628,"11,193",0,1.03,0,0,37,107587,23.35,-4.55,-2.36,-6.4,20.5425,21.82,1.3819,1.4093,"48,754",10.58
3576 聯合再生,2013/5/14,24.3,24.5,23.65,24.35,"26,345",0.2058,5.7195,"11,216",0,1.03,0,0,37,107587,23.35,-4.55,-2.36,-6.4,20.795,21.8475,1.3819,1.4039,"48,458",10.52
3576 聯合再生,2013/5/15,24.4,24.95,23.9,24.75,"34,380",1.6427,7.4638,"11,400",0,1.1,0,0,37,107587,23.35,-4.55,-2.36,-6.4,21.085,21.8917,1.3931,1.404,"50,009",10.85
3576 聯合再生,2013/5/16,25.2,25.55,24.3,24.55,"32,589",-0.8081,7.075,"11,308",0,1.09,0,0,37,107587,23.35,-4.55,-2.36,-6.4,21.345,21.9242,1.3371,1.4064,"51,950",11.27
3576 聯合再生,2013/5/17,24.8,25.45,24.6,25.45,"31,632",3.666,6.8673,"11,722",0,1.13,0,0,37,107587,23.35,-4.55,-2.36,-6.4,21.655,21.96,1.2882,1.3921,"57,054",12.38
3576 聯合再生,2013/5/20,25.95,26.8,25.9,26.5,"33,747",4.1257,7.3264,"12,206",0,1.18,0,0,37,107587,23.35,-4.55,-2.36,-6.4,21.985,22.0167,1.3163,1.4568,"57,658",12.51
3576 聯合再生,2013/5/21,26.6,26.95,25.05,25.5,"31,271",-3.7736,6.7889,"11,745",0,1.13,0,0,37,107587,23.35,-4.55,-2.36,-6.4,22.285,22.0567,1.3551,1.4398,"58,282",12.65
3576 聯合再生,2013/5/22,25.55,25.9,24.7,25.6,"27,682",0.3922,6.0097,"11,791",0,1.14,0,0,37,107587,23.35,-4.55,-2.36,-6.4,22.59,22.1092,1.3334,1.4404,"58,261",12.64
3576 聯合再生,2013/5/23,25.3,25.7,24.55,24.85,"16,343",-2.9297,3.548,"11,446",0,1.1,0,0,37,107587,23.35,-4.55,-2.36,-6.4,22.8325,22.1625,1.4276,1.4689,"60,116",13.05
3576 聯合再生,2013/5/24,25,25.7,24.7,25.7,"15,486",3.4205,3.362,"11,837",0,1.14,0,0,37,107587,23.35,-4.55,-2.36,-6.4,23.1025,22.23,1.3807,1.4555,"61,559",13.36
3576 聯合再生,2013/5/27,26,26,25.3,25.95,"15,255",0.9728,3.3118,"11,953",0,1.15,0,0,37,107587,23.35,-4.55,-2.36,-6.4,23.4,22.2958,1.4636,1.4703,"63,892",13.87
3576 聯合再生,2013/5/28,26,26.9,26,26.2,"27,992",0.9634,6.077,"12,068",0,1.16,0,0,37,107587,23.35,-4.55,-2.36,-6.4,23.675,22.3717,1.4538,1.4798,"61,578",13.36
3576 聯合再生,2013/5/29,25.55,26,24.65,25.45,"17,682",-2.8626,3.8387,"11,722",0,1.13,0,0,37,107587,23.35,-4.55,-2.36,-6.4,23.9275,22.4292,1.3381,1.4565,"65,261",10.37
3576 聯合再生,2013/5/30,25.05,25.9,25.05,25.65,"10,700",0.7859,2.323,"11,814",0,1.14,0,0,37,107587,23.35,-4.55,-2.36,-6.4,24.205,22.4917,1.2592,1.4336,"69,085",10.98
3576 聯合再生,2013/5/31,26.05,26.15,25.2,25.6,"10,252",-0.1949,1.6296,"16,105",0,1.14,0,0,37,107587,23.35,-4.55,-2.36,-6.4,24.4725,22.5542,1.2579,1.4357,"68,675",10.91
3576 聯合再生,2013/6/3,25.6,26.05,25.35,25.9,"10,781",1.1719,1.7136,"16,294",0,1.15,0,0,66,"275,336",43.76,-4.55,-2.36,-6.4,24.7525,22.5967,1.2109,1.3767,"67,978",10.8
3576 聯合再生,2013/6/4,26.4,26.8,25.9,26.1,"21,981",0.7722,3.4939,"16,420",0,1.16,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.005,22.6375,1.2398,1.3169,"67,388",10.71
3576 聯合再生,2013/6/5,26.4,26.55,25.35,25.6,"17,022",-1.9157,2.7056,"16,105",0,1.14,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.22,22.6625,1.289,1.347,"69,164",10.99
3576 聯合再生,2013/6/6,25.2,25.8,24.7,24.7,"10,571",-3.5156,1.6803,"15,539",0,1.1,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.3175,22.6642,1.3323,1.3343,"68,816",10.93
3576 聯合再生,2013/6/7,24.7,25.2,23,23.15,"17,297",-6.2753,2.7494,"14,564",0,1.03,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.2925,22.6517,1.3368,1.3416,"68,885",10.94
3576 聯合再生,2013/6/10,23.15,23.55,23.05,23.55,"6,975",1.7279,1.1087,"14,815",0,1.04,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.255,22.6492,1.3324,1.3399,"69,443",11.03
3576 聯合再生,2013/6/11,23.8,23.8,23.3,23.5,"4,655",-0.2123,0.7399,"14,784",0,1.04,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.2125,22.6567,1.3076,1.3362,"69,550",11.05
3576 聯合再生,2013/6/13,23.2,23.9,23.2,23.5,"9,151",0,1.4546,"14,784",0,1.04,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.15,22.6633,1.1231,1.2953,"69,715",11.08
3576 聯合再生,2013/6/14,23.55,23.85,22.2,22.25,"8,065",-5.3191,1.2819,"13,998",0,0.99,0,0,66,275336,43.76,-4.55,-2.36,-6.4,25.035,22.66,1.1153,1.3036,"67,122",10.66
3576 聯合再生,2013/6/17,22.25,22.8,22.25,22.75,"5,108",2.2472,0.8119,"14,312",0,1.01,0,0,66,275336,43.76,-4.55,-2.36,-6.4,24.9,22.6542,1.1488,1.347,"68,545",10.89
3576 聯合再生,2013/6/18,23,23.4,22.9,22.9,"7,198",0.6593,1.1441,"14,407",0,1.02,0,0,66,275336,43.76,-4.55,-2.36,-6.4,24.72,22.6442,1.1006,1.322,"67,955",10.8
3576 聯合再生,2013/6/19,22.5,22.9,22.3,22.5,"3,861",-1.7467,0.6137,"14,155",0,1,0,0,66,275336,43.76,-4.55,-2.36,-6.4,24.57,22.6275,1.0814,1.3265,"67,657",10.75
3576 聯合再生,2013/6/20,22.4,22.5,21.9,22,"3,570",-2.2222,0.5675,"13,840",0,0.98,0,0,66,275336,43.76,-4.55,-2.36,-6.4,24.39,22.6025,1.1451,1.3471,"67,538",10.73
3576 聯合再生,2013/6/21,21.4,21.55,21,21.55,"4,998",-2.0455,0.7944,"13,557",0,0.96,0,0,66,275336,43.76,-4.55,-2.36,-6.4,24.225,22.575,1.1607,1.3597,"68,169",10.83
3576 聯合再生,2013/6/24,21.2,21.75,21.1,21.1,"3,723",-2.0882,0.5918,"13,274",0,0.94,0,0,66,275336,43.76,-4.55,-2.36,-6.4,23.995,22.5525,1.1801,1.3632,"68,944",10.95
3576 聯合再生,2013/6/25,21,21.2,20.5,20.5,"3,906",-2.8436,0.6209,"12,897",0,0.91,0,0,66,275336,43.76,-4.55,-2.36,-6.4,23.7225,22.5183,1.2633,1.374,"69,330",11.02
3576 聯合再生,2013/6/26,20.95,21.9,20.95,21.9,"11,447",6.8293,1.8195,"13,777",0,0.97,0,0,66,275336,43.76,-4.55,-2.36,-6.4,23.5075,22.5117,1.4602,1.4153,"69,554",11.05
3576 聯合再生,2013/6/27,22.3,22.7,22,22.2,"12,946",1.3699,2.0578,"13,966",0,0.98,0,0,66,275336,43.76,-4.55,-2.36,-6.4,23.345,22.5058,1.4458,1.4066,"69,096",10.98
3576 聯合再生,2013/6/28,22.2,22.9,22,22.5,"7,641",1.3514,1.2145,"14,155",0,1,0,0,66,275336,43.76,-2.34,-1.12,-4.03,23.1875,22.5083,1.3469,1.3814,"68,634",10.9
3576 聯合再生,2013/7/1,22.5,23.35,22.5,23.2,"8,359",3.1111,1.3286,"14,596",0,1.03,0,0,63,"267,994",42.59,-2.34,-1.12,-4.03,23.0675,22.5225,1.318,1.3238,"68,004",10.8
3576 聯合再生,2013/7/2,23.25,23.25,22.7,22.7,"5,082",-2.1552,0.8078,"14,281",0,1.01,0,0,63,267994,42.59,-2.34,-1.12,-4.03,22.9075,22.5292,1.329,1.3315,"67,964",10.8
