證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),報酬率％,週轉率％,市值(百萬元),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE,現金股利率,1000張以上  (人數),1000張以上  (千股),1000張以上  (比率),ROE－綜合損益,ROA－綜合損益,常續性EPS,20日均價(元),60日均價(元),CAPM_Beta 三月,CAPM_Beta 一年,外資總投資股數,外資總投資比率%-TSE
9937 全國,2013/1/2,29.75,30.3,29.75,30,117,0.8403,0.0379,"9,271",21.43,2.13,10,10,42,"210,518",68.11,10.17,4.58,1.45,29.765,29.7367,0.3406,0.3008,"28,063",9.08
9937 全國,2013/1/3,30.2,30.2,29.8,29.8,136,-0.6667,0.044,"9,209",21.29,2.12,10.07,10.07,42,210518,68.11,10.17,4.58,1.45,29.76,29.7183,0.3333,0.3009,"28,069",9.08
9937 全國,2013/1/4,29.75,30.05,29.75,29.85,78,0.1678,0.0252,"9,224",21.32,2.12,10.05,10.05,42,210518,68.11,10.17,4.58,1.45,29.76,29.7083,0.3298,0.3008,"28,047",9.07
9937 全國,2013/1/7,29.85,30,29.7,29.75,80,-0.335,0.0259,"9,194",21.25,2.11,10.08,10.08,42,210518,68.11,10.17,4.58,1.45,29.76,29.7008,0.3304,0.3022,"28,035",9.07
9937 全國,2013/1/8,29.75,29.8,29.7,29.8,29,0.1681,0.0094,"9,209",21.29,2.12,10.07,10.07,42,210518,68.11,10.17,4.58,1.45,29.765,29.6942,0.3316,0.3017,"28,035",9.07
9937 全國,2013/1/9,29.7,29.9,29.65,29.8,37,0,0.012,"9,209",21.29,2.12,10.07,10.07,42,210518,68.11,10.17,4.58,1.45,29.77,29.6867,0.3356,0.3012,"28,033",9.07
9937 全國,2013/1/10,29.8,29.95,29.7,29.8,85,0,0.0275,"9,209",21.29,2.12,10.07,10.07,42,210518,68.11,10.17,4.58,1.45,29.765,29.68,0.3303,0.3011,"28,052",9.07
9937 全國,2013/1/11,29.95,30,29.8,30,128,0.6711,0.0414,"9,271",21.43,2.13,10,10,42,210518,68.11,10.17,4.58,1.45,29.78,29.6767,0.2917,0.3016,"28,137",9.1
9937 全國,2013/1/14,29.9,29.95,29.8,29.95,57,-0.1667,0.0184,"9,255",21.39,2.13,10.02,10.02,42,210518,68.11,10.17,4.58,1.45,29.785,29.675,0.2866,0.3015,"28,132",9.1
9937 全國,2013/1/15,29.95,29.95,29.7,29.9,183,-0.1669,0.0592,"9,240",21.36,2.12,10.03,10.03,42,210518,68.11,10.17,4.58,1.45,29.79,29.6725,0.2856,0.3014,"28,149",9.1
9937 全國,2013/1/16,29.8,29.8,29.65,29.7,151,-0.6689,0.0489,"9,178",21.21,2.11,10.1,10.1,42,210518,68.11,10.17,4.58,1.45,29.785,29.6675,0.2945,0.3029,"28,089",9.08
9937 全國,2013/1/17,29.7,29.75,29.5,29.5,174,-0.6734,0.0563,"9,116",21.07,2.1,10.17,10.17,42,210518,68.11,10.17,4.58,1.45,29.775,29.6575,0.3029,0.3038,"28,066",9.08
9937 全國,2013/1/18,29.6,29.9,29.6,29.65,81,0.5085,0.0262,"9,163",21.18,2.11,10.12,10.12,42,210518,68.11,10.17,4.58,1.45,29.775,29.6533,0.306,0.3037,"28,067",9.08
9937 全國,2013/1/21,29.65,29.75,29.5,29.55,61,-0.3373,0.0197,"9,132",21.11,2.1,10.15,10.15,42,210518,68.11,10.17,4.58,1.45,29.7725,29.6508,0.3028,0.3038,"28,063",9.08
9937 全國,2013/1/22,29.8,29.8,29.6,29.7,81,0.5076,0.0262,"9,178",21.21,2.11,10.1,10.1,42,210518,68.11,10.17,4.58,1.45,29.775,29.655,0.309,0.3045,"28,070",9.08
9937 全國,2013/1/23,29.7,29.75,29.55,29.6,82,-0.3367,0.0265,"9,147",21.14,2.1,10.14,10.14,42,210518,68.11,10.17,4.58,1.45,29.775,29.6583,0.3109,0.3047,"28,078",9.08
9937 全國,2013/1/24,29.5,29.65,29.5,29.6,64,0,0.0207,"9,147",21.14,2.1,10.14,10.14,42,210518,68.11,10.17,4.58,1.45,29.765,29.6633,0.3113,0.3043,"28,061",9.07
9937 全國,2013/1/25,29.6,29.6,29.5,29.5,132,-0.3378,0.0427,"9,116",21.07,2.1,10.17,10.17,42,210518,68.11,10.17,4.58,1.45,29.75,29.6642,0.3055,0.3046,"28,024",9.06
9937 全國,2013/1/28,29.7,29.7,29.5,29.7,70,0.678,0.0227,"9,178",21.21,2.11,10.1,10.1,42,210518,68.11,10.17,4.58,1.45,29.745,29.6658,0.3075,0.3057,"28,038",9.07
9937 全國,2013/1/29,29.7,29.7,29.6,29.7,47,0,0.0152,"9,178",21.21,2.11,10.1,10.1,42,210518,68.11,10.17,4.58,1.45,29.7425,29.6717,0.2876,0.304,"28,038",9.07
9937 全國,2013/1/30,29.7,29.8,29.7,29.8,120,0.3367,0.0388,"9,209",21.29,2.12,10.07,10.07,42,210518,68.11,10.17,4.58,1.45,29.7325,29.6783,0.305,0.302,"28,067",9.08
9937 全國,2013/1/31,29.8,29.8,29.6,29.75,65,-0.1678,0.021,"9,194",21.25,2.11,10.08,10.08,42,210518,68.11,10.17,4.58,1.45,29.73,29.6833,0.3021,0.3058,"28,056",9.07
