證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),報酬率％,週轉率％,市值(百萬元),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE,現金股利率,1000張以上  (人數),1000張以上  (千股),1000張以上  (比率),ROE－綜合損益,ROA－綜合損益,常續性EPS,20日均價(元),60日均價(元),CAPM_Beta 三月,CAPM_Beta 一年,外資總投資股數,外資總投資比率%-TSE
1313 聯成,2013/1/2,16.3,16.45,16.3,16.4,896,0.6135,0.0793,"18,520",17.45,1.02,6.1,2.89,73,"803,840",71.18,5.45,2.38,1.02,16.23,15.6658,0.8577,0.8995,"132,778",11.79
1313 聯成,2013/1/3,16.5,16.85,16.45,16.7,"2,781",1.8293,0.2463,"18,859",17.77,1.04,5.99,2.84,73,803840,71.18,5.45,2.38,1.02,16.2625,15.6792,0.8789,0.893,"132,902",11.8
1313 聯成,2013/1/4,16.55,16.85,16.55,16.8,"2,412",0.5988,0.2136,"18,972",17.87,1.05,5.95,2.82,73,803840,71.18,5.45,2.38,1.02,16.295,15.6967,0.8687,0.8898,"132,864",11.8
1313 聯成,2013/1/7,16.8,17.4,16.65,17.2,"7,123",2.381,0.6307,"19,424",18.3,1.07,5.81,2.76,73,803840,71.18,5.45,2.38,1.02,16.3475,15.7217,0.8234,0.8767,"132,389",11.76
1313 聯成,2013/1/8,17.1,17.1,16.85,16.85,"2,623",-2.0349,0.2323,"19,029",17.93,1.05,5.93,2.81,73,803840,71.18,5.45,2.38,1.02,16.385,15.7408,0.8377,0.8801,"132,194",11.74
1313 聯成,2013/1/9,16.8,16.95,16.75,16.75,"1,423",-0.5935,0.126,"18,916",17.82,1.04,5.97,2.83,73,803840,71.18,5.45,2.38,1.02,16.4225,15.7583,0.8302,0.8802,"132,474",11.77
1313 聯成,2013/1/10,16.9,17,16.85,16.9,930,0.8955,0.0823,"19,085",17.98,1.05,5.92,2.8,73,803840,71.18,5.45,2.38,1.02,16.4625,15.7808,0.8313,0.8742,"132,598",11.78
1313 聯成,2013/1/11,17,17.15,16.9,17,"2,249",0.5917,0.1991,"19,198",18.09,1.06,5.88,2.79,73,803840,71.18,5.45,2.38,1.02,16.5,15.8025,0.8582,0.8749,"132,805",11.8
1313 聯成,2013/1/14,17,17.1,16.75,17,"1,358",0,0.1202,"19,198",18.09,1.06,5.88,2.79,73,803840,71.18,5.45,2.38,1.02,16.53,15.8258,0.8568,0.8744,"132,893",11.8
1313 聯成,2013/1/15,17,17,16.8,16.8,822,-1.1765,0.0728,"18,972",17.87,1.05,5.95,2.82,73,803840,71.18,5.45,2.38,1.02,16.545,15.8433,0.8705,0.8761,"132,972",11.81
