證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),報酬率％,週轉率％,市值(百萬元),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE,現金股利率,1000張以上  (人數),1000張以上  (千股),1000張以上  (比率),ROE－綜合損益,ROA－綜合損益,常續性EPS,20日均價(元),60日均價(元),CAPM_Beta 三月,CAPM_Beta 一年,外資總投資股數,外資總投資比率%-TSE
1308 亞聚,2013/1/2,25.9,25.9,25.5,25.5,"1,259",-0.7782,0.2681,"11,976",14.49,1.22,11.76,3.27,28,"234,223",49.86,10.16,9.11,1.01,25.02,24.3875,1.1459,1.0746,"24,584",5.23
1308 亞聚,2013/1/3,25.6,25.9,25.55,25.6,963,0.3922,0.205,"12,023",14.55,1.22,11.72,3.26,28,234223,49.86,10.16,9.11,1.01,25.04,24.3658,1.1465,1.0767,"24,612",5.24
1308 亞聚,2013/1/4,25.9,26.7,25.7,26.5,"4,369",3.5156,0.9302,"12,446",15.06,1.27,11.32,3.14,28,234223,49.86,10.16,9.11,1.01,25.1025,24.3708,1.1031,1.0672,"24,415",5.19
1308 亞聚,2013/1/7,27,28.35,26.7,28.35,"7,614",6.9811,1.6211,"13,315",16.11,1.36,10.58,2.94,28,234223,49.86,10.16,9.11,1.01,25.26,24.4117,0.981,1.0353,"24,362",5.18
1308 亞聚,2013/1/8,28.6,28.95,28.1,28.35,"9,683",0,2.0616,"13,315",16.11,1.36,10.58,2.94,28,234223,49.86,10.16,9.11,1.01,25.4275,24.4642,0.9637,1.0344,"24,098",5.13
1308 亞聚,2013/1/9,28.5,28.6,27.75,27.95,"2,989",-1.4109,0.6364,"13,127",15.88,1.34,10.73,2.98,28,234223,49.86,10.16,9.11,1.01,25.58,24.5067,0.9504,1.0329,"24,148",5.14
1308 亞聚,2013/1/10,28,28.75,27.9,28,"5,430",0.1789,1.1561,"13,150",15.91,1.34,10.71,2.98,28,234223,49.86,10.16,9.11,1.01,25.74,24.5525,0.9342,1.0177,"24,025",5.11
1308 亞聚,2013/1/11,28.5,28.75,28.15,28.15,"4,271",0.5357,0.9094,"13,221",15.99,1.35,10.66,2.96,28,234223,49.86,10.16,9.11,1.01,25.885,24.6042,0.8889,1.0176,"24,732",5.26
1308 亞聚,2013/1/14,28.15,28.55,27.7,28.15,"1,864",0,0.3969,"13,221",15.99,1.35,10.66,2.96,28,234223,49.86,10.16,9.11,1.01,26.03,24.6617,0.8816,1.0174,"24,757",5.27
1308 亞聚,2013/1/15,28.35,28.4,27.75,27.9,"2,377",-0.8881,0.5061,"13,103",15.85,1.33,10.75,2.99,28,234223,49.86,10.16,9.11,1.01,26.175,24.7167,0.867,1.0177,"24,721",5.26
1308 亞聚,2013/1/16,27.9,28,27,27.15,"2,250",-2.6882,0.4791,"12,751",15.43,1.3,11.05,3.07,28,234223,49.86,10.16,9.11,1.01,26.2925,24.7617,0.9121,1.0444,"24,604",5.23
1308 亞聚,2013/1/17,27.25,27.4,25.7,26.15,"3,373",-3.6832,0.7182,"12,282",14.86,1.25,11.47,3.19,28,234223,49.86,10.16,9.11,1.01,26.365,24.7958,0.9868,1.0321,"24,813",5.28
1308 亞聚,2013/1/18,26.5,27.15,26.4,27.1,"1,906",3.6329,0.4058,"12,728",15.4,1.3,11.07,3.08,28,234223,49.86,10.16,9.11,1.01,26.5075,24.8517,1.0578,1.046,"25,633",5.45
1308 亞聚,2013/1/21,27.1,27.1,26.6,27.05,593,-0.1845,0.1263,"12,704",15.37,1.29,11.09,3.08,28,234223,49.86,10.16,9.11,1.01,26.6425,24.9158,1.0453,1.046,"25,667",5.46
1308 亞聚,2013/1/22,27.05,27.35,26.8,27,833,-0.1848,0.1774,"12,681",15.34,1.29,11.11,3.09,28,234223,49.86,10.16,9.11,1.01,26.78,24.9858,1.0392,1.045,"25,620",5.45
1308 亞聚,2013/1/23,26.8,26.9,26.5,26.75,708,-0.9259,0.1507,"12,563",15.2,1.28,11.21,3.12,28,234223,49.86,10.16,9.11,1.01,26.875,25.0417,1.0421,1.0457,"25,501",5.42
1308 亞聚,2013/1/24,26.5,26.5,26.2,26.35,828,-1.4953,0.1763,"12,375",14.97,1.26,11.39,3.16,28,234223,49.86,10.16,9.11,1.01,26.935,25.0917,1.0464,1.0479,"25,076",5.33
1308 亞聚,2013/1/25,26.4,26.65,25.85,26.05,"1,406",-1.1385,0.2994,"12,235",14.8,1.25,11.52,3.2,28,234223,49.86,10.16,9.11,1.01,26.97,25.13,1.0399,1.049,"24,971",5.31
1308 亞聚,2013/1/28,26,26.2,25.7,25.75,"1,069",-1.1516,0.2276,"12,094",14.63,1.23,11.65,3.24,28,234223,49.86,10.16,9.11,1.01,26.975,25.1608,0.993,1.0455,"24,980",5.31
1308 亞聚,2013/1/29,25.75,26.4,25.75,26.4,963,2.5243,0.205,"12,399",15,1.26,11.36,3.16,28,234223,49.86,10.16,9.11,1.01,27.01,25.2075,1.0044,1.0519,"25,004",5.32
1308 亞聚,2013/1/30,26.8,26.8,26.45,26.5,"1,015",0.3788,0.2161,"12,446",15.06,1.27,11.32,3.14,28,234223,49.86,10.16,9.11,1.01,27.06,25.2608,0.9652,1.0263,"24,984",5.31
1308 亞聚,2013/1/31,26.8,26.8,26.5,26.75,683,0.9434,0.1454,"12,563",15.2,1.28,11.21,3.12,28,234223,49.86,10.16,9.11,1.01,27.1175,25.3192,0.9659,1.0342,"24,953",5.31
1308 亞聚,2013/2/1,26.8,26.85,26.5,26.7,653,-0.1869,0.139,"12,540",15.17,1.28,11.24,3.12,27,"232,849",49.57,10.16,9.11,1.01,27.1275,25.3792,0.9646,1.0312,"24,975",5.31
1308 亞聚,2013/2/4,26.95,27.05,26.6,26.75,"1,010",0.1873,0.215,"12,563",15.2,1.28,11.21,3.12,27,232849,49.57,10.16,9.11,1.01,27.0475,25.4308,0.9504,1.0372,"24,861",5.29
1308 亞聚,2013/2/5,26.75,26.75,26.2,26.25,"1,108",-1.8692,0.2359,"12,328",14.91,1.25,11.43,3.17,27,232849,49.57,10.16,9.11,1.01,26.9425,25.4775,0.9613,1.04,"24,804",5.28
1308 亞聚,2013/2/6,26.4,26.55,26.05,26.25,"1,414",0,0.3011,"12,328",14.91,1.25,11.43,3.17,27,232849,49.57,10.16,9.11,1.01,26.8575,25.5308,0.9911,1.0424,"24,818",5.28
1308 亞聚,2013/2/18,26.7,26.7,26.1,26.15,"1,238",-0.381,0.2636,"12,282",14.86,1.25,11.47,3.19,27,232849,49.57,10.16,9.11,1.01,26.765,25.5833,0.9602,1.0267,"24,624",5.24
1308 亞聚,2013/2/19,26.15,26.3,25.9,25.95,"1,677",-0.7648,0.3571,"12,188",14.74,1.24,11.56,3.21,27,232849,49.57,10.16,9.11,1.01,26.655,25.6375,0.9761,1.0259,"23,724",5.05
1308 亞聚,2013/2/20,26,26,25.75,25.95,"1,546",0,0.3292,"12,188",14.74,1.24,11.56,3.21,27,232849,49.57,10.16,9.11,1.01,26.545,25.6892,0.9602,1.0182,"23,662",5.03
1308 亞聚,2013/2/21,25.95,26.05,25.75,25.8,"1,004",-0.578,0.2138,"12,117",14.66,1.23,11.63,3.23,27,232849,49.57,10.16,9.11,1.01,26.44,25.7283,0.9017,1.0139,"23,570",5.01
1308 亞聚,2013/2/22,25.75,26,25.75,25.8,"1,065",0,0.2268,"12,117",14.66,1.23,11.63,3.23,27,232849,49.57,10.16,9.11,1.01,26.3725,25.7708,0.9015,1.0146,"23,519",5
1308 亞聚,2013/2/23,25.95,26.05,25.75,25.95,"1,119",0.5814,0.2382,"12,188",14.74,1.24,11.56,3.21,27,232849,49.57,10.16,9.11,1.01,26.3625,25.825,0.8208,1.0135,"23,519",5
1308 亞聚,2013/2/25,26.05,26.2,25.75,25.75,"1,032",-0.7707,0.2197,"12,094",14.63,1.23,11.65,3.24,27,232849,49.57,10.16,9.11,1.01,26.295,25.8758,0.8318,1.0163,"23,450",4.99
1308 亞聚,2013/2/26,25.65,25.8,25.5,25.55,784,-0.7767,0.1669,"12,000",14.52,1.22,11.74,3.26,27,232849,49.57,10.16,9.11,1.01,26.22,25.91,0.755,1.0157,"23,370",4.97
1308 亞聚,2013/2/27,25.55,25.7,25.3,25.3,"1,228",-0.9785,0.2615,"11,882",14.38,1.21,11.86,3.29,27,232849,49.57,10.16,9.11,1.01,26.135,25.9283,0.7348,1.0147,"23,187",4.93
1308 亞聚,2013/3/1,25.3,25.6,25.3,25.35,893,0.1976,0.1901,"11,906",14.4,1.21,11.83,3.29,27,"228,809",48.71,10.16,9.11,1.01,26.065,25.9392,0.7583,1.0293,"23,162",4.93
